Name,Source,Entry,Size,Type,Subtypes,Classify 1,Classify 2,Classify 3,Classify 4
Poison Dusk Lieutenant,Monster Manual III,,Small,Humanoid,Reptilian,Lizardfolk,Poison Dusk,Lieutenant,
"Elf, Drow, Arcane Guard",Monster Manual IV,,Medium,Humanoid,Elf,Elf,Drow,Arcane Guard,
"Elf, Drow, Dark Sniper",Monster Manual IV,,Medium,Humanoid,Elf,Elf,Drow,Dark Sniper,
"Elf, Drow, Drow Priestess",Monster Manual IV,,Medium,Humanoid,Elf,Elf,Drow,Drow Priestess,
"Elf, Drow, Lolth's Sting",Monster Manual IV,,Medium,Humanoid,Elf,Elf,Drow,Lolth's Sting,
Githyanki Captain,Monster Manual IV,,Medium,Humanoid,Extraplanar,Githyanki,Captain,,
Githyanki Soldier,Monster Manual IV,,Medium,Humanoid,Extraplanar,Githyanki,Soldier,,
"Githyanki, Gish",Monster Manual IV,,Medium,Humanoid,Extraplanar,Githyanki,Gish,,
"Gnoll, Fiendish Cleric of Yeenoghu",Monster Manual IV,,Medium,Humanoid,,Gnoll,Fiendish Cleric of Yeenoghu,,
"Gnoll, Slave-Taker",Monster Manual IV,,Medium,Humanoid,,Gnoll,Slave-Taker,,
Half-Orc Infiltrator,Monster Manual IV,,Medium,Humanoid,Orc,Half-Orc,Infiltrator,,
"Lizardfolk, Dark Talon Champion",Monster Manual IV,,Medium,Humanoid,Reptilian,Lizardfolk,Dark Talon,Champion,
"Lizardfolk, Dark Talon Shaman",Monster Manual IV,,Medium,Humanoid,Reptilian,Lizardfolk,Dark Talon,Shaman,
"Lizardfolk, Dark Talon Soldier",Monster Manual IV,,Medium,Humanoid,Reptilian,Lizardfolk,Dark Talon,Soldier,
"Lizardfolk, Dark Talon Wasp Rider",Monster Manual IV,,Medium,Humanoid,Reptilian,Lizardfolk,Dark Talon,Wasp Rider,
Lolth-Touched Drow Ranger,Monster Manual IV,,Medium,Humanoid,Elf,Elf,Drow,Lolth-Touched Ranger,
Orc Battle Priest,Monster Manual IV,,Medium,Humanoid,Orc,Orc,Battle Priest,,
Orc Berserker,Monster Manual IV,,Medium,Humanoid,Orc,Orc,Berserker,,
"Orc, War Howler",Monster Manual IV,,Medium,Humanoid,Orc,Orc,War Howler,,
Varag Pack Leader,Monster Manual IV,,Medium,Humanoid,Goblinoid,Varag,Pack Leader,,
Hobgoblin Duskblade,Monster Manual V,,Medium,Humanoid,Goblinoid,Hobgoblin,Duskblade,,
Bullywug,Monsters of Faerûn,,Medium,Humanoid,Aquatic,Bullywug,,,
"Goblin, Dekanter",Monsters of Faerûn,,Medium,Humanoid,Goblinoid,Goblin,Dekanter,,
Shalarin,Monsters of Faerûn,,Medium,Humanoid,Aquatic,Shalarin,,,
Siv,Monsters of Faerûn,,Medium,Humanoid,Aquatic,Siv,,,
Werebat,Monsters of Faerûn,,Huge,Humanoid,"Elf, Shapechanger",Human,Lycanthrope,Werebat,
Werecrocodile,Monsters of Faerûn,,Huge,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Werecrocodile,
Wereshark,Monsters of Faerûn,,Large,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Wereshark,
Bakemono,Oriental Adventures + Dragon #318,,Small,Humanoid,"Goblinoid, Shadowlands",Bakemono,,,
Bamboo Spirit Folk,Oriental Adventures + Dragon #318,,Medium,Humanoid,Spirit,Spirit Folk,Bamboo,,
Hengeyokai,Oriental Adventures + Dragon #318,,Medium,Humanoid,Shapechanger,Hengeyokai,,,
Korobokuru,Oriental Adventures + Dragon #318,,Small,Humanoid,Dwarf,Korobokuru,,,
"Naga, Shinomen, Greensnake",Oriental Adventures + Dragon #318,,Medium,Humanoid,Reptilian,Naga,Shinomen,Greensnake,
Nezumi,Oriental Adventures + Dragon #318,,Medium,Humanoid,Nezumi,Nezumi,,,
River Spirit Folk,Oriental Adventures + Dragon #318,,Medium,Humanoid,Spirit,Spirit Folk,River,,
Sea Spirit Folk,Oriental Adventures + Dragon #318,,Medium,Humanoid,Spirit,Spirit Folk,Sea,,
Tasloi,Oriental Adventures + Dragon #318,,Small,Humanoid,Tasloi,Tasloi,,,
Vanara,Oriental Adventures + Dragon #318,,Medium,Humanoid,,Vanara,,,
Buomman,Planar Handbook,,Medium,Humanoid,Extraplanar,Buomman,,,
"Dwarf, Frost",Planar Handbook,,Medium,Humanoid,"Dwarf, Extraplanar",Dwarf,Frost,,
"Gnome, Fire",Planar Handbook,,Small,Humanoid,"Gnome, Extraplanar",Gnome,Fire,,
"Mephling, Air",Planar Handbook,,Small,Humanoid,Extraplanar,Mephling,Air,,
"Mephling, Earth",Planar Handbook,,Small,Humanoid,Extraplanar,Mephling,Earth,,
"Mephling, Fire",Planar Handbook,,Small,Humanoid,Extraplanar,Mephling,Fire,,
"Mephling, Water",Planar Handbook,,Small,Humanoid,Extraplanar,Mephling,Water,,
Spiker,Planar Handbook,,Medium,Humanoid,Extraplanar,Spiker,,,
Aasimar,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Aasimar,,,
Bladeling,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Bladeling,,,
Chaond,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Chaond,,,
"Genasi, Air",Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Genasi,Air,,
"Genasi, Earth",Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Genasi,Earth,,
"Genasi, Fire",Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Genasi,Fire,,
"Genasi, Water",Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Genasi,Water,,
Tiefling,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Tiefling,,,
Tuladhara,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Tuladhara,,,
Zenythri,Planescape Campaign Setting Chapter 2: Races,,Medium,Humanoid,,Zenythri,,,
Lesser Deep Gnome,Player's Guide to Faerûn,,Small,Humanoid,Gnome,Gnome,Faerûnian,Svirfneblin,Lesser
Lesser Drow,Player's Guide to Faerûn,,Medium,Humanoid,Elf,Elf,Drow,Faerûnian,Lesser
Lesser Gray Dwarf,Player's Guide to Faerûn,,Medium,Humanoid,Dwarf,Dwarf,Duergar,Faerûnian,Lesser
Lesser Planetouched,Player's Guide to Faerûn,,Medium,Humanoid,Planetouched,Lesser,,,
Brandobian,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Brandobian,
Dejy,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Dejy,
Fhokki,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Fhokki,
Golden Halfling,Player's Guide to the Sovereign Lands,,Small,Humanoid,Halfling,Halfling,Tellenian,Golden,
Half-Hobgoblin,Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Half-Hobgoblin,,,
"Hobgoblin, Dazlak",Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Dazlak,
"Hobgoblin, Kargi",Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Kargi,
"Hobgoblin, Kors",Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Kors,
"Hobgoblin, Krangi",Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Krangi,
"Hobgoblin, Rankki",Player's Guide to the Sovereign Lands,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Rankki,
Kalamaran,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Kalamaran,
Lightfoot Halfling,Player's Guide to the Sovereign Lands,,Small,Humanoid,Halfling,Halfling,Tellenian,Lightfoot,
Reanaarian,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Reanaarian,
Stone Dwarf,Player's Guide to the Sovereign Lands,,Medium,Humanoid,Dwarf,Dwarf,Stone,Tellenian,
Svimohz,Player's Guide to the Sovereign Lands,,Medium,Humanoid,,Human,Tellenian,Svimohz,
Wichtlani Kagonesti Warrior,"Price of Courage: Age of Mortals Campaign, Volume III",,Medium,Humanoid,,Elf,Kagonesti,Wichtlani,
Illumian,Races of Destiny,,Medium,Humanoid,Human,Human,Illumian,,
Sea Kin,Races of Destiny,,Medium,Humanoid,Human,Human,Sea Kin,,
Sharakim,Races of Destiny,,Medium,Humanoid,Human,Human,Sharakim,,
Underfolk,Races of Destiny,,Medium,Humanoid,Human,Human,Underfolk,,
Chaos Gnome,Races of Stone,,Small,Humanoid,Gnome,Gnome,Chaos,,
Dream Dwarf,Races of Stone,,Medium,Humanoid,Dwarf,Dwarf,Dream,,
Whisper Gnome,Races of Stone,,Small,Humanoid,Gnome,Gnome,Whisper,,
Dragonborn,Races of the Dragon,,,Humanoid,Dragonblood,Dragonborn,,,
Spellscale,Races of the Dragon,,Medium,Humanoid,Dragonblood,Spellscale,,,
Killoren,Races of the Wild,,Medium,Humanoid,,Killoren,,,
Raptoran,Races of the Wild,,Medium,Humanoid,,Raptoran,,,
Caliban,Ravenloft Player's Handbook,,Medium,Humanoid,,Human,Caliban,,
Half-Elf (Fey-Born),Ravenloft Player's Handbook,,Medium,Humanoid,Elf,Half-Elf,Dread,,
Half-Vistani,Ravenloft Player's Handbook,,Medium,Humanoid,,Human,Half-Vistani,,
Vistani,Ravenloft Player's Handbook,,Medium,Humanoid,,Human,Vistani,,
"Merfolk, Split-Tail Neaesquatilan",Salt and Sea Dogs: The Pirates of Tellene,,Medium,Humanoid,Aquatic,Merfolk,Split-Tail Neaesquatilan,,
Asherati,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,,Asherati,,,
Badlands Dwarf,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,Dwarf,Dwarf,Badlands,,
Bhuka,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,,Bhuka,,,
Half-Janni Human Fighter,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,,Half-Janni,Human,,
"Lycanthrope, Werecrocodile, Crocodile Form",Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Werecrocodile,
"Lycanthrope, Werecrocodile, Human Form",Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Werecrocodile,
"Lycanthrope, Werecrocodile, Hybrid Form",Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Werecrocodile,
Painted Elf,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,Elf,Elf,Painted,,
Scabland Half-Orc,Sandstorm: Mastering the Perils of Fire and Sand,,Medium,Humanoid,Orc,Half-Orc,Scabland,,
"Saurial, Bladeback",Saurials: More Lizardkin for Serpent Kingdoms,,Medium,Humanoid,Reptilian,Saurial,Bladeback,,
"Saurial, Finhead",Saurials: More Lizardkin for Serpent Kingdoms,,Medium,Humanoid,Reptilian,Saurial,Finhead,,
"Saurial, Flyer",Saurials: More Lizardkin for Serpent Kingdoms,,Medium,Humanoid,Reptilian,Saurial,Flyer,,
"Saurial, Hornhead",Saurials: More Lizardkin for Serpent Kingdoms,,Medium,Humanoid,Reptilian,Saurial,Hornhead,,
Du'ulora Champion,Secrets of Sarlona,,Medium,Humanoid,"Human, Psionic",Human,Inspired,Du'ulora,Champion
Tsucora Dreamblade,Secrets of Sarlona,,Medium,Humanoid,"Human, Psionic",Human,Inspired,Tsucora,Dreamblade
"Lycanthrope, Wereserpent, Human Form",Serpent Kingdoms,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Wereserpent,
"Lycanthrope, Wereserpent, Hybrid Form",Serpent Kingdoms,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Wereserpent,
"Lycanthrope, Wereserpent, Snake Form",Serpent Kingdoms,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Wereserpent,
Tren,Serpent Kingdoms,,Medium,Humanoid,"Aquatic, Reptilian",Tren,,,
"Riot, Mob of Humans",Shackled City Adventure Path,,Gargantuan,Humanoid,,Human,Mob,,
"Human, Arkaiun",Shining South,,Medium,Humanoid,,Human,Faerûnian,Arkaiun,
"Human, Durpari",Shining South,,Medium,Humanoid,,Human,Faerûnian,Durpari,
"Human, Halruaan",Shining South,,Medium,Humanoid,,Human,Faerûnian,Halruaan,
"Human, Shaaryan",Shining South,,Medium,Humanoid,,Human,Faerûnian,Shaaryan,
Wild Gnome,"Spectre of Sorrows: Age of Mortals Campaign, Volume Two",,Small,Humanoid,Gnome,Gnome,Krynnish,Wild,
Chattur,Spelljammer: Beyond the Moons,,Tiny,Humanoid,Chattur,Chattur,,,
Dohwar,Spelljammer: Beyond the Moons,,Small,Humanoid,Dohwar,Dohwar,,,
Grommam,Spelljammer: Beyond the Moons,,Medium,Humanoid,Grommam,Grommam,,,
Hadozee,Spelljammer: Beyond the Moons,,Medium,Humanoid,Hadozee,Hadozee,,,
Pirate of Gith,Spelljammer: Beyond the Moons,,Medium,Humanoid,Gith,Pirate of Gith,,,
Scro Sergeant,Spelljammer: Beyond the Moons,,Medium,Humanoid,Orc,Orc,Scro,Sergeant,
Scro Soldier,Spelljammer: Beyond the Moons,,Medium,Humanoid,Orc,Orc,Scro,Soldier,
Scro War Priest,Spelljammer: Beyond the Moons,,Medium,Humanoid,Orc,Orc,Scro,War Priest,
Wildspace Gnome,Spelljammer: Beyond the Moons,,Small,Humanoid,Gnome,Gnome,Tinker,Wildspace,
Aquatic Elf Dolphin Rider,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,"Elf, Aquatic",Elf,Aquatic,Dolphin Rider,
Aquatic Half-Elf,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,Elf,Half-Elf,Aquatic,,
Aventi,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,"Human, Aquatic",Human,Aventi,,
Aventi Sergeant,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,"Human, Aquatic",Human,Aventi,Sergeant,
Darfellan,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,Darfellan,Darfellan,,,
Darfellan Barbarian,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,Darfellan,Darfellan,Barbarian,,
"Elf, Aquatic",Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,"Elf, Aquatic",Elf,Aquatic,,
Hadozee First Mate,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,Hadozee,Hadozee,First Mate,,
Seacliff Dwarf,Stormwrack: Mastering the Perils of Wind and Wave,,Medium,Humanoid,Dwarf,Dwarf,Seacliff,,
Shoal Halfling,Stormwrack: Mastering the Perils of Wind and Wave,,Small,Humanoid,Halfling,Halfling,Shoal,,
Wavecrest Gnome,Stormwrack: Mastering the Perils of Wind and Wave,,Small,Humanoid,Gnome,Gnome,Wavecrest,,
Half-Githzerai,Svimohzia: the Ancient Isle,,Medium,Humanoid,,Half-Githzerai,,,
Half-Gnoll,Svimohzia: the Ancient Isle,,Medium,Humanoid,,Half-Gnoll,,,
Kargi,Svimohzia: the Ancient Isle,,Medium,Humanoid,Goblinoid,Hobgoblin,Tellenian,Kargi,
Sil-Karg,Svimohzia: the Ancient Isle,,Medium,Humanoid,Goblinoid,Half-Hobgoblin,,,
Hej-Kin,Terrors of Athas (preview),,Small,Humanoid,"Hej-kin, Psionic",Hej-Kin,,,
Lask,Terrors of Athas (preview),,Medium,Humanoid,Lask,Lask,,,
"Lizardfolk, Athasian",Terrors of Athas (preview),,Medium,Humanoid,Reptilian,Lizardfolk,Athasian,,
Mindhome Folk,Terrors of Athas (preview),,Small,Humanoid,"Mindhome Folk, Psionic",Mindhome Folk,,,
Nikaal,Terrors of Athas (preview),,Medium,Humanoid,Reptilian,Nikaal,,,
Silt Runner,Terrors of Athas (preview),,Small,Humanoid,Reptilian,Silt Runner,,,
Tarek,Terrors of Athas (preview),,Medium,Humanoid,Tarek,Tarek,,,
Tari,Terrors of Athas (preview),,Small,Humanoid,Tari,Tari,,,
Tul'k,Terrors of Athas (preview),,Large,Humanoid,"Elf, Psionic",Tul'k,,,
Villichi,Terrors of Athas (preview),,Medium,Humanoid,"Psionic, Villichi",Villichi,,,
Frost Man,Tome of Horrors Revised,,Medium,Humanoid,"Frost Man, Cold",Frost Folk,,,
Lava Child,Tome of Horrors Revised,,Medium,Humanoid,"Earth, Fire, Lava Child",Lava Child,,,
"Mite, Common",Tome of Horrors Revised,,Small,Humanoid,Goblinoid,Mite,,,
"Mite, Pestie",Tome of Horrors Revised,,Small,Humanoid,Goblinoid,Snyad,,,
Nilbog,Tome of Horrors Revised,,Small,Humanoid,Goblinoid,Nilbog,,,
"Ogre, Half",Tome of Horrors Revised,,Medium,Humanoid,Ogre,Half-Ogre,,,
Orog,Tome of Horrors Revised,,Medium,Humanoid,Orog,Orc,Orog,,
Tabaxi,Tome of Horrors Revised,,Medium,Humanoid,Tabaxi,Tabaxi,,,
Dark Goblin,Tome of Magic,,Small,Humanoid,"Extraplanar, Goblinoid",Goblin,Dark,,
Karsite,Tome of Magic,,Medium,Humanoid,Human,Karsite,,,
Human Dreamshadow,Towers of High Sorcery,,Medium,Humanoid,"Dream, Human",Human,Dreamshadow,,
Chameleon Bugbear,Underdark,,Medium,Humanoid,,Bugbear,Chameleon,,
Deep Imaskari,Underdark,,Medium,Humanoid,,Deep Imaskari,,,
Phaerlock,Underdark,,Medium,Humanoid,Reptilian,Phaerlock,,,
Slyth,Underdark,,Medium,Humanoid,Shapechanger,Slyth,,,
Human Mist Claimer,Van Richten's Guide to the Mists,,Medium,Humanoid,"Augmented Humanoid, Mist",Human,Mist Claimer,,
Baldandar,Vaults of Pandius,,Medium,Humanoid,,Baldandar,,,
Carnifex,Vaults of Pandius,,Medium,Humanoid,Reptile,Carniflex,,,
Carnifex Chaplain,Vaults of Pandius,,Medium,Humanoid,Reptile,Carniflex,Chaplain,,
Carnifex Guard,Vaults of Pandius,,Medium,Humanoid,Reptile,Carniflex,Guard,,
Carnifex Magus,Vaults of Pandius,,Medium,Humanoid,Reptile,Carniflex,Magus,,
Carnifex Trickster,Vaults of Pandius,,Medium,Humanoid,Reptile,Carniflex,Trickster,,
Cay-Man,Vaults of Pandius,,Tiny,Humanoid,Reptilian,Cayma,,,
Faenare,Vaults of Pandius,,Medium,Humanoid,Faenare,Faenare,,,
Garl,Vaults of Pandius,,Large,Humanoid,Garl,Human,Mystaran,Garl,
Gator Man (Gurrash),Vaults of Pandius,,Medium,Humanoid,Reptilian,Gurrash,,,
Gruquotec,Vaults of Pandius,,Medium,Humanoid,Goblinoid,Gruquotec,,,
Homunculus; Aryth,Vaults of Pandius,,Tiny,Humanoid,Extraplanar,Homunculus,Aryth,,
Homunculus; Bogan,Vaults of Pandius,,Tiny,Humanoid,Extraplanar,Homunculus,Bogan,,
Homunculus; Fylgar,Vaults of Pandius,,Tiny,Humanoid,Extraplanar,Homunculus,Fylgar,,
Homunculus; Gretch,Vaults of Pandius,,Tiny,Humanoid,Extraplanar,Homunculus,Gretch,,
Homunculus; Ulzaq,Vaults of Pandius,,Tiny,Humanoid,Extraplanar,Homunculus,Ulzaq,,
Kara-Kara,Vaults of Pandius,,Medium,Humanoid,Kara-Kara,Kara-Kara,,,
Koalinth,Vaults of Pandius,,Medium,Humanoid,"Aquatic, Goblinoid",Hobgoblin,Koalinth,,
Krolli,Vaults of Pandius,,Medium,Humanoid,Reptilian,Krolli,,,
"Lycanthrope, Devil Swine",Vaults of Pandius,,,Humanoid,"Human, Shapechanger",Lycanthrope,Devil Swine,,
"Lycanthrope, Weresabretooth",Vaults of Pandius,,,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Weresabretooth,
Lycanthrope; Werehawk,Vaults of Pandius,,Medium,Humanoid,"Human, Shapechanger",Human,Lycanthrope,Werehawk,
Lycanthrope; Wereseal,Vaults of Pandius,,Medium,Humanoid,"Human, Shapechanger",Lycanthrope,Wereseal,,
"Man, Isolated; Qaurik",Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystaran,Qaurik,
"Man, Isolated; Traldar (Lost Valley)",Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystaran,Traldar,
"Man, Primitive; Barbarian",Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystaran,Barbarian,
"Man, Primitive: Native",Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystaran,Native,
"Man, Primitive: Wild Man/Pagan",Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystaran,Wild Man,
Man; Bandit,Vaults of Pandius,,Medium,Humanoid,Human,Human,Bandit,,
Man; Berserker,Vaults of Pandius,,Medium,Humanoid,Human,Human,Berserker,,
Man; Brigand,Vaults of Pandius,,Medium,Humanoid,Human,Human,Brigand,,
Man; Buccaneer/Pirate,Vaults of Pandius,,Medium,Humanoid,Human,Human,Buccaneer,,
Man; Dervish,Vaults of Pandius,,Medium,Humanoid,Human,Human,Dervish,,
Man; Hide Hunter,Vaults of Pandius,,Medium,Humanoid,Human,Human,Hide Hunter,,
Man; Mystic,Vaults of Pandius,,Medium,Humanoid,Human,Human,Mystic,,
Man; Noble,Vaults of Pandius,,Medium,Humanoid,Human,Human,Noble,,
Man; Nomad,Vaults of Pandius,,Medium,Humanoid,Human,Human,Nomad,,
Man; Trader,Vaults of Pandius,,Medium,Humanoid,Human,Human,Trader,,
Metamorph,Vaults of Pandius,,Medium,Humanoid,Shapechanger,Metamorph,,,
Neshezu,Vaults of Pandius,,Medium,Humanoid,Neshezu,Neshezu,,,
Oard,Vaults of Pandius,,Medium,Humanoid,Extraplanar,Oard,,,
Protector,Vaults of Pandius,,Medium,Humanoid,Extraplanar,Protector,,,
Sand Folk,Vaults of Pandius,,Medium,Humanoid,,Sand Folk,,,
Sis'thik (Desert Scourge),Vaults of Pandius,,Medium,Humanoid,Reptilian,Sis'thik,,,
Stalwart,Vaults of Pandius,,Medium,Humanoid,,Stalwart,,,
Vril Warrior,Wizards of the Coast (Drow of the Underdark Errata),,Small,Humanoid,Goblinoid,Vril,Warrior,,
"Goblin, Snow",Wizards of the Coast (Frostburn Excerpt),,Small,Humanoid,Goblinoid,Goblin,Snow,,
Aleithian Dwarf,Wizards of the Coast (Psionic Bestiary: Alethian Dwarves),,Medium,Humanoid,Dwarf,Dwarf,Aleithian,,
Werewasp,Wizards of the Coast (Random Encounters: What's Bugging You? -- Part 1),,,Humanoid,"Human, Shapechanger",Human,Entomanthrope,Werewasp,
O'bati,Wizards of the Coast (The O'bati),,Small,Humanoid,Reptilian,O'bati,,,
Cyborg Alpha,Return to the Temple of the Frog,,Medium,Living Construct,"Augmented Humanoid, Alien",Cyborg,Alpha,,
Cyborg Beta,Return to the Temple of the Frog,,Medium,Living Construct,"Augmented Humanoid, Alien",Cyborg,Beta,,
Cyborg Delta,Return to the Temple of the Frog,,Medium,Living Construct,"Augmented Humanoid, Alien",Cyborg,Delta,,
Cyborg Gamma,Return to the Temple of the Frog,,Medium,Living Construct,"Augmented Humanoid, Alien",Cyborg,Gamma,,
Shadow Sea Serpent,Anauroch: The Empire of the Shade,,Huge,Magical Beast,,Shadow Sea Serpent,,,
Veserab,Anauroch: The Empire of the Shade,,Large,Magical Beast,Extraplanar,Veserab,,,
Giant Stygian Leech,Barrow of the Forgotten King (DD1),,Small,Magical Beast,"Aquatic, Extraplanar",Leech,Giant Stygian,,
Stygian Leech Swarm,Barrow of the Forgotten King (DD1),,Fine,Magical Beast,"Aquatic, Extraplanar, Swarm",Leech,Giant Stygian,Swarm,
Worg,Barrow of the Forgotten King (DD1),,Medium,Magical Beast,,Wolf,Worg,,
Dire Wolf Bloodrager,Bestiary of Krynn,,Large,Magical Beast,Augmented Animal,Bloodrager,Dire Wolf,,
Mandibear,Bestiary of Krynn,,Large,Magical Beast,,Mandibear,,,
"Swarm, Turbindus Leech",Bestiary of Krynn,,Diminutive,Magical Beast,"Aquatic, Swarm",Leech,Turbidus,Swarm,
Whisper Spider,Bestiary of Krynn,,Huge,Magical Beast,,Spider,Whisper,,
Bloodrager Dire Wolf,"Bestiary of Krynn, Revised",,Large,Magical Beast,Augmented Animal,Bloodrager,Dire Wolf,,
Awry Dog,"Bestiary of the Realms, Volume 2",,Medium,Magical Beast,,Dog,Awry,,
Fyrefly Swarm,"Bestiary of the Realms, Volume 2",,Fine,Magical Beast,"Fire, Swarm",Fyrefly,Swarm,,
Morin,"Bestiary of the Realms, Volume 2",,Tiny,Magical Beast,,Morin,,,
Russet Owlmonster,"Bestiary of the Realms, Volume 2",,Large,Magical Beast,,Russet Owlmonster,,,
"Snake, Ice Viper","Bestiary of the Realms, Volume 2",,Small,Magical Beast,,Snake,Ice Viper,,
"Spider, Flying","Bestiary of the Realms, Volume 2",,Small,Magical Beast,,Spider,Flying,,
Apocalypse Frog Swarm,Book of Exalted Deeds,,Diminutive,Magical Beast,Swarm,Frog,Apocalypse,Swarm,
Deathraven Swarm,Book of Exalted Deeds,,Tiny,Magical Beast,Swarm,Deathraven,Swarm,,
Leskylor,Book of Exalted Deeds,,Large,Magical Beast,,Leskylor,,,
Three-Headed Leskylor,Book of Exalted Deeds,,Large,Magical Beast,,Leskylor,Three-Headed,,
Leucrotta,City of Splendors: Waterdeep,,Large,Magical Beast,,Leucrotta,,,
"Leucrotta, Changesteed",City of Splendors: Waterdeep,,Large,Magical Beast,Shapechanger,Leucrotta,Changesteed,,
Watchspider,City of Splendors: Waterdeep,,Medium,Magical Beast,,Spider,Watchspider,,
Wilora,City of Splendors: Waterdeep,,Tiny,Magical Beast,Shapechanger,Wilora,,,
Ectoplasmic Swarm,Complete Psionic,,Diminutive,Magical Beast,"Psionic, Swarm",Ectoplasmic Swarm,,,
Ahuizotl (Maztican),Creature Catalogue,,Huge,Magical Beast,Aquatic,Ahuizotl,Maztican,,
