Name,Source,Size,Type,Subtypes,Environment,CR,Classify 1,Classify 2,Classify 3,Classify 4
Lucent Worm,Fiend Folio,Gargantuan,Magical Beast,"Evil, Extraplanar, Lawful","Any aquatic, mountain, or underground",17,Lucent Worm,,,
Luck Eater,Creature Catalogue,Tiny,Magical Beast,,Any land and underground,2,Cat,Luck Eater,,
Lung Wang (Sea Dragon),Oriental Adventures,Large,Dragon,"Spirit, Water",Temperate and warm aquatic,15,Dragon,Lung,Lung Wang,Adult
"Lung Wang (Sea Dragon), Ancient",Oriental Adventures,Gargantuan,Dragon,"Spirit, Water",Temperate and warm aquatic,23,Dragon,Lung,Lung Wang,Ancient
"Lung Wang (Sea Dragon), Great Wyrm",Oriental Adventures,Colossal,Dragon,"Spirit, Water",Temperate and warm aquatic,26,Dragon,Lung,Lung Wang,Great Wyrm
"Lung Wang (Sea Dragon), Juvenile",Oriental Adventures,Medium,Dragon,"Spirit, Water",Temperate and warm aquatic,10,Dragon,Lung,Lung Wang,Juvenile
"Lung Wang (Sea Dragon),  Adult",Oriental Adventures,Huge,Dragon,"Spirit, Water",Temperate and warm aquatic,18,Dragon,Lung,Lung Wang, Adult
"Lung Wang (Sea Dragon), Old",Oriental Adventures,Huge,Dragon,"Spirit, Water",Temperate and warm aquatic,20,Dragon,Lung,Lung Wang,Old
"Lung Wang (Sea Dragon), Very Old",Oriental Adventures,Gargantuan,Dragon,"Spirit, Water",Temperate and warm aquatic,21,Dragon,Lung,Lung Wang,Very Old
"Lung Wang (Sea Dragon), Wyrm",Oriental Adventures,Gargantuan,Dragon,"Spirit, Water",Temperate and warm aquatic,24,Dragon,Lung,Lung Wang,Wyrm
"Lung Wang (Sea Dragon),  Adult",Oriental Adventures,Large,Dragon,"Spirit, Water",Temperate and warm aquatic,13,Dragon,Lung,Lung Wang, Adult
Lupin,Vaults of Pandius,Medium,Monstrous Humanoid,,Temperate plains and forests,1,Lupin,,,
Luposphinx,Creature Catalogue,Large,Magical Beast,,Temperate and warm forest,5,Sphinx,Luposphinx,,
Lurker Above,Creature Catalogue,Huge,Aberration,,Any underground,7,Lurker,,,
Lutum (Mud-Woman),Monsters of the Void,Medium,Shapechanger,,Any,5/7,Lutum,,,
Lybbarde,Creature Catalogue,Large,Magical Beast,,Any plains and desert,6,Lybbarde,,,
Lycanthrope,Monster Manual,,Template,,,2,Lycanthrope,,,
"Lycanthrope, Aberrant Wererat",Ravenloft Gazetteer: Volume III,,Template,,,,Lycanthrope,Wererat,Aberrant,
"Lycanthrope, Loup-garou, Lowland",Denizens of Darkness,Medium,Shapechanger,,,5,Human,Lycanthrope,Loup-garou,Lowland
"Lycanthrope, Loup-garou, Mountain",Denizens of Darkness,,Shapechanger,,,5,Human,Lycanthrope,Loup-garou,Mountain
"Lycanthrope, Sea Stalker",Ravenloft Gazetteer: Volume II,,Template,,Temperate and warm aquatic (Sea of Sorrows),6,Lycanthrope,Sea Stalker,,
"Lycanthrope, Seawolf","Bestiary of the Realms, Volume 1",,Template,,,,Seawolf,,,
"Lycanthrope, Werebadger",Denizens of Darkness,Medium,Shapechanger,,,4,Dwarf,Lycanthrope,Werebadger,
"Lycanthrope, Werebat",Underdark Campaigns (A City of the Spider Queen Web Enhancement,,Template,,,2,Lycanthrope,Werebat,,
"Lycanthrope, Werebear",Monster Manual,,Shapechanger,,"Any forest, hill, mountains, and underground",,Human,Lycanthrope,Werebear,
"Lycanthrope, Werebison","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werebison,,
"Lycanthrope, Wereblack-Lion","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Wereblack-Lion,,
"Lycanthrope, Wereboar",Monster Manual,Medium,Shapechanger,,Temperate and warm forest,,Human,Lycanthrope,Wereboar,
"Lycanthrope, Werecat","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werecat,,
"Lycanthrope, Weredog","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Weredog,,
"Lycanthrope, Weredolphin","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Weredolphin,,
"Lycanthrope, Werefox","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werefox,,
"Lycanthrope, Werefox (Vixen)",Ravenloft Gazetteer: Volume I,,Template,,Temperate and cold forest,2,Lycanthrope,Werefox,,
"Lycanthrope, Werehorse (Myin-Kawei)",Oriental Adventures,,,,,,Lycanthrope,Werehorse,Myin-Kawei,
"Lycanthrope, Werehyena","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werehyena,,
"Lycanthrope, Werejackal",Denizens of Darkness,,Shapechanger,,,3,Human,Lycanthrope,Werejackal,
"Lycanthrope, Werejaguar",Denizens of Darkness,Medium,Shapechanger,,,4,Human,Lycanthrope,Werejaguar,
"Lycanthrope, Werejaguarundi",Book of Shadows,,Template,,,,Lycanthrope,Werejaguarundi,,
"Lycanthrope, Wereleopard",Denizens of Darkness,Medium,Shapechanger,,,4,Human,Lycanthrope,Wereleopard,
"Lycanthrope, Werelion","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werelion,,
"Lycanthrope, Weremole","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Weremole,,
"Lycanthrope, Wereowl","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Wereowl,,
"Lycanthrope, Werepanther","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werepanther,,
"Lycanthrope, Wererat",Monster Manual,,Shapechanger,,Any land and underground,,Human,Lycanthrope,Wererat,
"Lycanthrope, Wererat (Goblin Rat)",Oriental Adventures,,,Goblinoid,,,Goblin Rat,,,
"Lycanthrope, Wereraven",Denizens of Darkness,,Shapechanger,,,3,Human,Lycanthrope,Wereraven,
"Lycanthrope, Wereray",Denizens of Darkness,Medium,Shapechanger,,,3,Human,Lycanthrope,Wereray,
"Lycanthrope, Wereseal","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Wereseal,,
"Lycanthrope, Werespider","Bestiary of the Realms, Volume 1",,Template,,,,Lycanthrope,Werespider,,
"Lycanthrope, Weretiger",Monster Manual,,Shapechanger,,"Any forest, hill, mountains, and plains",5,Human,Lycanthrope,Weretiger,
"Lycanthrope, Weretiger (Thamàn Kyà)",Oriental Adventures,,,,,,Lycanthrope,Weretiger,Thamàn Kyà,
"Lycanthrope, Werewolf",Monster Manual,Medium,Shapechanger,,"Any forest, hill, mountains, and plains",3,Human,Lycanthrope,Werewolf,
Lycosidilith (Spider Demon),Creature Catalogue,Large,Outsider,"Chaotic, Evil",Any land and underground,13,Demon,Spider Demon,Lycosidilith,
Lynx,Races of Faerûn,Small,Animal,,Any land,1/2,Lynx,,,
Lynx (Giant),Creature Catalogue,Medium,Magical Beast,,Cold forest and plains,1,Lynx,Giant,,
Lythari,Monsters of Faerûn,,Humanoid,,,,Lycanthrope,Lythari,,
Lythlyx,Creature Catalogue,Large,Aberration,,Any aquatic and underground,7,Lythlyx,,,
Macachera,Book of Shadows,Medium,Fey,,"Warm deserts, hills and mountains",1,Macachera,,,
Mad Black Hound,Elminster Speaks (Part #10,Medium,Animal,,,,Dog,Mad Black Hound,,
Maedar,Creature Catalogue,Medium,Monstrous Humanoid,,Any land and underground,4,Medusa,Maedar,,
Maelephant,Fiend Folio,Large,Outsider,"Evil, Extraplanar, Lawful",Any land or underground (Nine Hells),10,Maelephant,,,
Magebane,Creature Catalogue,Small,Aberration,,Any land and underground,1,Magebane,,,
Magister,Magic of Faerûn,,Template,,,4,Magister,,,
Magma Mephit,Monster Manual,Small,Outsider,Fire,Any land and underground,3,Mephit,Magma,,
"Magma Paraelemental, Elder",Manual of the Planes,Huge,Elemental,"Earth, Fire",Any land and underground,11,Paraelemental,Magma,Elder,
"Magma Paraelemental, Greater",Manual of the Planes,Huge,Elemental,"Earth, Fire",Any land and underground,9,Paraelemental,Magma,Greater,
"Magma Paraelemental, Huge",Manual of the Planes,Huge,Elemental,"Earth, Fire",Any land and underground,7,Paraelemental,Magma,Huge,
"Magma Paraelemental, Large",Manual of the Planes,Large,Elemental,"Earth, Fire",Any land and underground,5,Paraelemental,Magma,Large,
"Magma Paraelemental, Medium",Manual of the Planes,Medium,Elemental,"Earth, Fire",Any land and underground,3,Paraelemental,Magma,Medium,
"Magma Paraelemental, Small",Manual of the Planes,Small,Elemental,"Earth, Fire",Any land and underground,1,Paraelemental,Magma,Small,
Magma Wolf,Dragon #293,Medium,Magical Beast,Fire,Temperate and warm land and underground,4,Wolf,Magma,,
Magmin,Monster Manual,Small,Elemental,Fire,Any land and underground,3,Magmin,,,
Magnesium Spirit,Creature Catalogue,Medium,Outsider,"Evil, Lawful, Incorporeal",Any land and underground,5,Magnesium Spirit,,,
Malaugrym,Monsters of Faerûn,Medium,Shapechanger,,Any land and underground,4,Malaugrym,,,
Male Mite,Forging Darkness,Tiny,Humanoid,,,1/2,Mite,Tellenian,King,
Malignant Growth: The Ecology of the Troll,Dragon #301,,,,,,Troll,,,
Mammon (Arch-Devil),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,35,Devil,Archdevil,Mammon,
"Mammon, Lord of the Third",Book of Vile Darkness,Huge,Outsider,"Evil, Lawful",Any land and underground,25,Devil,Archdevil,Mammon,
Mamono,Oriental Adventures,Medium,Shapechanger,Shadowlands,Any land and Shadowlands,4,Mamono,,,
Mandragora,Creature Catalogue,Tiny,Plant,,Temperate and warm forest and marsh,1/2,Mandragora,,,
Manes (Demon),Creature Catalogue,Small,Outsider,"Chaotic, Evil",Any land and underground,1,Demon,Tanar'ri,Mane,
Maneseru No Oni,Creatures of Rokugan,Large,Outsider,Shadowlands,Shadowlands only,10,Maneseru No Oni,,,
Manscorpion,Creature Catalogue,Large,Aberration,,Warm desert,6,Manscorpion,,,
Mantari,Tome of Horrors,Medium,Beast,,Any land and underground,1/2,Mantari,,,
Manticore,Monster Manual,Huge,Magical Beast,,Warm and temperate land and underground,5,Manticore,,,
Mantrap,Creature Catalogue,Huge,Plant,,Warm hills and forest,4,Mantrap,,,
Many-Headed Fungus,Garden of the Plantmaster,Huge,Plant,,Warm forest and underground,5,Fungus,Many-Headed,,
"Marasyk Huzak, Necropolitan Skeleton",Ravenloft Gazetteer: Volume II,Medium,Undead,,,11,Skeleton,Necropolitan,Human,
Marble Snake,Tome of Horrors,Large,Beast,,Any land,2,Snake,Marble,,
Mardallond,Dragon #284,Medium,Dragon,,Warm and temperate plains,7,Drake,Greater,Mardallond,
Marét,Book of Shadows,Medium,Fey,Air,"Warm deserts, hills and mountains",1,Marét,,,
Margoyle,Creature Catalogue,Medium,Magical Beast,,Any land and underground,5,Gargoyle,Margoyle,,
Marikith Hunter,Denizens of Darkness,Medium,Aberration,,Any underground (Timor),2,Marikith,Hunter,,
Marikith Queen,Denizens of Darkness,Huge,Aberration,,Any underground (Timor),11,Marikith,Queen,,
Marilith (Tanar'ri),Monster Manual,Large,Outsider,"Chaotic, Evil",Any land and underground,17,Demon,Tanar'ri,Marilith,
Markeen (Genie Double),Inzeladun Third Edition: Al Qadim Monsters,Medium,Outsider,,Any,1,Markeen,,,
Markovian Broken One,Book of Sacrifices,,Template,,"Warm forest, hills and mountains",1,Broken One,Markovian,,
"Marmoset, Giant",Creature Catalogue,Medium,Animal,,Warm forest,1,Marmoset,Giant,,
Marodin,Dragon #292,Medium,Plant,Aquatic,Temperate and warm aquatic,1,Marodin,,,
Marrash,Monster Manual II,Medium,Outsider,"Evil, Lawful",Warm jungle and desert,5,Marrash,,,
Marrashi,Creature Catalogue,Medium,Outsider,,Any land,5,Marrash,,,
Marsh Troll,Creatures of Rokugan,Large,Giant,"Aquatic, Shadowlands",Shadowlands swamps and marshes,2,Troll,Marsh,,
Marut,Creature Catalogue,Large,Construct,,Any land and underground,16,Inevitable,Marut,,
Master of the Wild Hunt,Creature Catalogue,Medium,Outsider,,Any land,12 or 20,Wild Hunt,Master of the Hunt,,
Mastiff,Denizens of Darkness,Medium,Animal,,Any land,1,Dog,Mastiff,Dread,
Mastodon,Dungeon #87,Huge,Animal,,Any cold land,10,Mastodon,,,
"Matsu Gohime, Lion Clan Denizen of Toshigoku",Fortunes & Winds,Medium,Humanoid,Spirit,Any land,10,Human,Denizen of Toshigoku,,
Matsu Warcat,Creatures of Rokugan,Large,Animal,,Plains,4,Cat,War,Matsu,
Maug,Fiend Folio,Large,Construct,Extraplanar,Any land and underground (Acheron),3,Maug,,,
Maulgoth,Fiend Folio,Huge,Aberration,Earth,Underground,17,Maulgoth,,,
"Maw, Lost Oni Lord",Secrets of the Shadowlands,Huge,Outsider,"Evil, Oni, Shadowlands","Shadowlands, any land and underground",25,Oni Lord,Maw,,
Me-Zu Oni,Oriental Adventures,Large,Giant,Spirit,Any land,10,Oni,Me-Zu,,
Meazel,Monsters of Faerûn,Medium,Monstrous Humanoid,,Any marsh and underground,4,Meazel,,,
Mechanical Golem,Denizens of Darkness,Large,Construct,,Any land and underground,11,Golem,Mechanical,,
Medium Animated Shrub,Garden of the Plantmaster,Medium,Plant,,Any land,1,Animated Shrub,Medium,,
Medium Eagle Familiar,Tome and Blood,Medium,Magical Beast,,,,Eagle,Familiar,Medium,
Medium Owl Familiar,Tome and Blood,Medium,Magical Beast,,,,Owl,Medium,Familiar,
Medium Skeleton,Monster Manual,Medium,Undead,,Any land and underground,1/3,Skeleton,Medium,,
Medium Viper Familiar,Tome and Blood,Medium,Magical Beast,,,,Snake,Viper,Familiar,Medium
Medium Zombie,Monster Manual,Medium,Undead,,Any land and underground,1/3,Zombie,Medium,,
Medusa,Monster Manual,Medium,Monstrous Humanoid,,Any land and underground,7,Medusa,,,
Medusa Mumia,Ghostwalk,Medium,Undead,,Any land and underground,8,Mumia,Medusa,,
"Medusa, Greater",Creature Catalogue,Large,Monstrous Humanoid,,,8,Medusa,Greater,,
Meenlock,Creature Catalogue,Small,Aberration,,Any underground,3,Meenlock,,,
Megada No Oni,Creatures of Rokugan,Large,Monstrous Humanoid,"Oni, Shadowlands",Shadowlands,2,Megada No Oni,,,
"Megademon, Balrog",Diablo II: Diablerie,Large,Outsider,,,16,Megademon,Balrog,,
"Megademon, Pit Lord",Diablo II: Diablerie,Huge,Outsider,,,18,Megademon,Pit Lord,,
"Megademon, Venom Lord",Diablo II: Diablerie,Huge,Outsider,,,20,Megademon,Venom Lord,,
Megalodon,Monster Manual II,Gargantuan,Beast,Aquatic,Any aquatic,11,Shark,Megalodon,,
Megapede,Monster Manual II,Colossal,Vermin,,Warm desert,20,Centipede,Megapede,,
Megaraptor,Monster Manual,Large,Beast,,"Warm forests, hill, plains, and marsh",6,Dinosaur,Megaraptor,,
Megatherium,Creature Catalogue,Huge,Beast,,Any forest and plains,8,Megatherium,,,
Meharmaine,Birthright d20 Campaign Setting Rulebook,Large,Construct,,Any land and underground,10,Meharmaine,,,
"Mehmen, Human Skulk","Bestiary of the Realms, Volume 1",Medium,Humanoid,Human,The Underdark (Calimshan),4,Skulk,,,
Melchon (Duke of Hell),Creature Catalogue,Medium,Outsider,"Evil, Lawful",Any land and underground,19,Devil,Archdevil,Melchon,
Memory Moss,Tome of Horrors,,Plant,,,5,Obliviax,,,
Mephistopheles (Arch-Devil),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,36,Devil,Archdevil,Mephistopheles,
"Mephistopheles, Lord of the Eighth",Book of Vile Darkness,Large,Outsider,"Evil, Lawful",Any land and underground,29,Devil,Archdevil,Mephistopheles,
Mercane,Epic Level Handbook,Large,Outsider,Lawful,Any land and underground,5,Mercane,,,
Mercurial Slime,Monsters of the Void,Huge,Ooze,,Any space,?,Mercurial Slime,,,
Mercury Dragon,Creature Catalogue,Large,Dragon,Fire,Temperate and warm mountains,9,Dragon,Metallic,Mercury,Adult
"Mercury Dragon, Ancient",Creature Catalogue,Huge,Dragon,Fire,Temperate and warm mountains,17,Dragon,Metallic,Mercury,Ancient
"Mercury Dragon, Great Wyrm",Creature Catalogue,Gargantuan,Dragon,Fire,Temperate and warm mountains,20,Dragon,Metallic,Mercury,Great Wyrm
"Mercury Dragon, Juvenile",Creature Catalogue,Medium,Dragon,Fire,Temperate and warm mountains,5,Dragon,Metallic,Mercury,Juvenile
"Mercury Dragon,  Adult",Creature Catalogue,Huge,Dragon,Fire,Temperate and warm mountains,11,Dragon,Metallic,Mercury, Adult
"Mercury Dragon, Old",Creature Catalogue,Huge,Dragon,Fire,Temperate and warm mountains,14,Dragon,Metallic,Mercury,Old
"Mercury Dragon, Very Old",Creature Catalogue,Huge,Dragon,Fire,Temperate and warm mountains,16,Dragon,Metallic,Mercury,Very Old
"Mercury Dragon, Very ",Creature Catalogue,Small,Dragon,Fire,Temperate and warm mountains,2,Dragon,Metallic,Mercury,Very 
"Mercury Dragon, Wyrm",Creature Catalogue,Gargantuan,Dragon,Fire,Temperate and warm mountains,18,Dragon,Metallic,Mercury,Wyrm
"Mercury Dragon, Wyrmling",Creature Catalogue,Tiny,Dragon,Fire,Temperate and warm mountains,1,Dragon,Metallic,Mercury,Wyrmling
"Mercury Dragon, ",Creature Catalogue,Medium,Dragon,Fire,Temperate and warm mountains,3,Dragon,Metallic,Mercury,
"Mercury Dragon,  Adult",Creature Catalogue,Large,Dragon,Fire,Temperate and warm mountains,7,Dragon,Metallic,Mercury, Adult
Merfolk,Monster Manual,Medium,Humanoid,Aquatic,Temperate aquatic,1/2,Merfolk,,,
Merfolk (Ningyo),Oriental Adventures,,,,,,Ningyo,,,
Merfolk Wraith,Dragon #300,Medium,Undead,Incorporeal,Any,3,Wraith,Merfolk,,
Merrow,Monster Manual,Large,Giant,,"Any land, aquatic, and underground",3,Ogre,Merrow,,
"Metagolem, Bronze",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Bronze,
"Metagolem, Copper",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Copper,
"Metagolem, Electrum",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Electrum,
"Metagolem, Gold",Monsters of the Void,Medium,Construct,,Any,8,Golem,Metagolem,Gold,
"Metagolem, Iron",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Iron,
"Metagolem, Platinum",Monsters of the Void,Medium,Construct,,Any,8,Golem,Metagolem,Platinum,
"Metagolem, Silver",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Silver,
"Metagolem, Steel",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Steel,
"Metagolem, Tin",Monsters of the Void,Medium,Construct,,Any,7,Golem,Metagolem,Tin,
Metalmaster,Creature Catalogue,Large,Magical Beast,,Any land,5,Metalmaster,,,
Meteorspawn,Monsters of the Void,Gargantuan,Aberration,,Any space,11,Meteorspawn,,,
Mezzodaemon (Daemon),Creature Catalogue,Medium,Outsider,Evil,Any land and underground,13,Yugoloth,Mezzoloth,,
Midnight Cat,Denizens of Darkness,Tiny,Magical Beast,,Any land,3,Cat,Midnight,,
Mihstu,Creature Catalogue,Medium,Elemental,Air,Any land,6,Mihstu,,,
Millexium Mouther,Dungeon #83,Small,Aberration,,"Any land, aquatic, or underground",4,Millexium Mouther,,,
Mimic,Monster Manual,Large,Aberration,,Any land and underground,4,Mimic,,,
Mind Construct,The Mind's Eye: Grim Psion (Prestige Class,Diminutive,Construct,,,,Astral Construct,Mind Construct,,
Mind Flayer,Monster Manual,Medium,Aberration,,Any underground,8,Mind Flayer,,,
Mind Leech,Fiend Folio,Fine,Aberration,Symbiont,Any underground,1/8,Symbiont,Cerebral,Mind Leech,
Mindstealer Drone,The Mindstealer,Small,Aberration,Shapechanger,Any,3 or special,Mindstealer,Drone,,
Mindstealer Master,The Mindstealer,Large,Aberration,,Any,20,Mindstealer,Master,,
Miner,Creature Catalogue,Large,Aberration,,Any temperate land,6,Trapper,Forest,,
Minimal,Creature Catalogue,,Template,,,/2,Minimal,,,
Minimal Tiger,Creature Catalogue,Medium,Animal,,"Any forest, hill, mountains, and plains",2,Tiger,Minimal,,
Minion of Set,Deities and Demigods,Medium,Outsider,"Chaotic, Evil",Any land or underground,6,Minion of Set,,,
Minogon,Dragon #302,Large,Construct,,Any,10,Golem,Minogon,,
Minor Death,Dungeon Master's Guide,,,,Deck of Many Things,,Death,Minor,,
Minor Flame Snake,Fiend Folio,Small,Magical Beast,Fire,Any land and underground,1,Flame Snake,Minor,,
Minor Oni,Creatures of Rokugan,Small,Outsider,"Evil, Shadowlands, Oni",Any land and underground,2,Oni,Minor,,
Minor Xorn,Monster Manual,Small,Outsider,Earth,Any land and underground,3,Xorn,Minor,,
Minotaur,Monster Manual,Large,Monstrous Humanoid,,Any underground,4,Minotaur,,,
Minotaur Lizard,Midnight's Terror,Huge,Animal,,,5,Lizard,Minotaur,,
Minotaur of Legend,Monster Manual II,Large,Outsider,,Any underground,6,Monster of Legend,Minotaur,,
Minwhelgo,Dragon #281,Medium,Monstrous Humanoid,,Underground,4,Minwhelgo,,,
Miska (The Wolf Spider) (Demon),Creature Catalogue,Large,Outsider,"Chaotic, Evil",Any land and underground,21,Demon,Lord,Miska the Wolf-Spider,
Mist Dragon,Creature Catalogue,Huge,Dragon,Water,Temperate and warm forest and aquatic,15,Dragon,Mist,Adult,
"Mist Dragon, Ancient",Creature Catalogue,Gargantuan,Dragon,Water,Temperate and warm forest and aquatic,20,Dragon,Mist,Ancient,
"Mist Dragon, Great Wyrm",Creature Catalogue,Colossal,Dragon,Water,Temperate and warm forest and aquatic,23,Dragon,Mist,Great Wyrm,
"Mist Dragon, Juvenile",Creature Catalogue,Large,Dragon,Water,Temperate and warm forest and aquatic,9,Dragon,Mist,Juvenile,
"Mist Dragon,  Adult",Creature Catalogue,Huge,Dragon,Water,Temperate and warm forest and aquatic,17,Dragon,Mist, Adult,
"Mist Dragon, Old",Creature Catalogue,Gargantuan,Dragon,Water,Temperate and warm forest and aquatic,18,Dragon,Mist,Old,
"Mist Dragon, Very Old",Creature Catalogue,Gargantuan,Dragon,Water,Temperate and warm forest and aquatic,19,Dragon,Mist,Very Old,
"Mist Dragon, Very ",Creature Catalogue,Large,Dragon,Water,Temperate and warm forest and aquatic,4,Dragon,Mist,Very ,
"Mist Dragon, Wyrm",Creature Catalogue,Colossal,Dragon,Water,Temperate and warm forest and aquatic,21,Dragon,Mist,Wyrm,
