Name,Source,Size,Environment,CR,Classify 1,Classify 2,Classify 3
Holbag,Practical Planetology (SJR4),Gargantuan,"Third layer, Alabeth",,Holbag,,
Hollyphant,Planescape Monstrous Compendium Appendix II,Small,Any Upper Plane,,Hollyphant,,
Homonculous,1992 Trading Cards Factory Set,Tiny,,,Homunculus,,
"Homunculous, Elemental, Breather",Planescape Monstrous Compendium Appendix III,Tiny,Varies,,Homunculus,Elemental,Breather
"Homunculous, Elemental, Skin",Planescape Monstrous Compendium Appendix III,Medium,Varies,,Homunculus,Elemental,Skin
Hoo-hah Bird,Dungeon #71,Tiny,,,Hoo-hah Bird,,
Hooded Monk,Elminster's Ecologies Appendix: Volume 1 [The Hill of Lost Souls],,,,Hooded Monk,,
Hook Horror,1991 Trading Cards Factory Set,Large,,,Hook Horror,,
Horag,Against the Giants: The Liberation of Geoff,Large,Any hills and mountains,,Horag,,
Horax,Monstrous Compendium Dragonlance Appendix (MC4),Medium,Subterranean,,Horax,,
Horde,Mystara Monstrous Compendium Appendix,Small to Huge,Any land,,Horde,,
Hordling,Monstrous Compendium Outer Planes Appendix,"Small, Medium or Large",Hades or prime,,Hordling,,
Horg,Greyspace (SJR6),Medium,The Grinder,,Horg,,
Horgar,Monstrous Compendium Greyhawk Appendix,Gargantuan,Any/Subterranean,,Horgar,,
Horned Demon,Diablo II: The Awakening,Large,,,Horned Demon,,
"Horned Demon, Frost Charger",Diablo II: The Awakening,Large,,,Horned Demon,Frost Charger,
"Horned Demon, Mud Runner",Diablo II: The Awakening,Large,,,Horned Demon,Mud Runner,
"Horned Demon, Obsidian Lord",Diablo II: The Awakening,Huge,,,Horned Demon,Obsidian Lord,
Horned Iguana,Monstrous Compendium Greyhawk Appendix,Gargantuan,Any/Subterranean,,Iguana,Giant,Horned
Hornet,Monstrous Compendium Volume One,Medium,Any forest or cave,,Hornet,Giant,
Hornhead Saurial,1992 Trading Cards Factory Set,Large,,,Saurial,Hornhead,
Horse,1991 Trading Cards Factory Set,Large,,,Horse,,
"Horse, Draft",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Draft,
"Horse, Heavy",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Warhorse,Heavy
"Horse, Light",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Warhorse,Light
"Horse, Medium",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Warhorse,Medium
"Horse, Moon-Horse",Monstrous Compendium Annual Volume Two,Large,"Plains, meadows (elven lands)",,Horse,Moon-horse,
"Horse, Mule",Monstrous Compendium Volume One,Medium,Any non-mountainous,,Mule,,
"Horse, Pony",Monstrous Compendium Volume One,Large,Any non-mountainous,,Pony,,
"Horse, Riding",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Riding,
"Horse, Steppe Pony",Monstrous Manual,,,,Pony,Steppe,
"Horse, Wild",Monstrous Compendium Volume One,Large,Any non-mountainous,,Horse,Wild,
Hostile Earth Elemental,"Encyclopedia Magica, Volume I",,,,Elemental,Earth,Bag of Beans
Houdeam,Dragon #224,,,,Vaati,Houdeam,
Hound Archon,Warriors of Heaven,,,,Archon,Hound,
Hound of Ill-Omen,Monstrous Compendium Annual Volume Three,Medium,Any,,Hound of Ill-Omen,,
Hound of Kyuss,Dragon #270,Medium,"Empire of Iuz, Rift Canyon",,Beetle,Eviscerator,
Hound of Law,Monstrous Compendium Annual Volume Four,Tiny,Any,,Hound of Law,,
Hound-of-the-hill,Dragon #158,,,,Dog,Hound-Of-The-Hill,
"Hound, Phantom",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Ravenloft,,Phantom Hound,,
"Hound, Skeletal",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Small to Medium,Ravenloft,,Skeleton,Skeletal Hound,
"Hound, Yeth",Monstrous Compendium Greyhawk Appendix,Medium,Any/Land,,Yeth Hound,,
Hounds,"Priest's Spell Compendium, Volume One",,,,Dog,War,Hound
Houyhnhnms,Polyhedron #106,Large,,,Houyhnhnm,,
Howler,Planes of Chaos [Monstrous Supplement],Large,Pandemonium,,Howler,,
Howling Horror,"Wizard's Spell Compendium, Volume Two",,,,Howling Horror,,
Hsiao,Mystara Monstrous Compendium Appendix,Medium,Temperate forest,,Hsiao,,
Hsing-sing,Monstrous Compendium Kara-Tur Appendix,Medium,Subtropical mountains and forests,,Hsing-sing,,
Hu Hsien,Monstrous Compendium Kara-Tur Appendix,Medium,"Temperate plain, forest, hill, and mountain",,Hu Hsien,,
Huge Bat,Dark Queen of Krynn [Adventurer's Journal],Large,,,Bat,Giant,
Huge Crocodile,Dark Queen of Krynn [Adventurer's Journal],Large,,,Crocodile,Giant,
Huldrow,Book of Sorrows,Medium,The Shadow Rift,,Elf,Arak,Huldrow
Huldrowkin,Book of Sorrows,,,,Changeling,Dread,Huldrowkin
Human,Dark Sun Campaign Setting Expanded and Revised,,,,Human,Athasian,
"Human, Aborigine/Caveman",Monstrous Manual,,,,Human,Aborigine,
"Human, Adventurer",Monstrous Manual,,,,Human,Adventurer,
"Human, Amazon",Monstrous Compendium Annual Volume Four,Medium,Any,,Human,Amazon,
"Human, Anuirean",Birthright Campaign Setting [Rulebook],,,,Human,Cerilian,Anuirean
"Human, Bandit/Brigand",Monstrous Manual,,,,Human,Bandit,
"Human, Barbarian/Nomad",Monstrous Manual,,,,Human,Barbarian,
"Human, Berserker/Dervish",Monstrous Manual,,,,Human,Berserker,
"Human, Brecht",Birthright Campaign Setting [Rulebook],,,,Human,Cerilian,Brecht
"Human, Cerilian, Anurien (Knight)",Monstrous Compendium Annual Volume Three,,,,Human,Cerilian,Anuirean
"Human, Cerilian, Brecht (Tradesman)",Monstrous Compendium Annual Volume Three,,,,Human,Cerilian,Brecht
"Human, Cerilian, Khinasi (Soldier)",Monstrous Compendium Annual Volume Three,,,,Human,Cerilian,Khinasi
"Human, Cerilian, Rjurik (Berserker)",Monstrous Compendium Annual Volume Three,,,,Human,Cerilian,Rjurik
"Human, Cerilian, Vos (Mercenary)",Monstrous Compendium Annual Volume Three,,,,Human,Cerilian,Vos
"Human, Cursed (Jacqueline Montarri)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Barovia,,Human,Cursed,Jacqueline Montarri
"Human, Dragon Slayer",Monstrous Compendium Annual Volume Two,Medium,Any,,Human,Dragon Slayer,
"Human, Dune Trader",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Dune Trader
"Human, Earthman",Polyhedron #74,Medium,Any,,Human,Earthman,
"Human, Ex-gladiator",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Ex-gladiator
"Human, Ex-slave",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Ex-slave
"Human, Farmer/Herder",Monstrous Manual,,,,Human,Farmer,
"Human, Gentry",Monstrous Manual,,,,Human,Gentry,
"Human, Herdsman",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Herdsman
"Human, Khinasi",Birthright Campaign Setting [Rulebook],,,,Human,Cerilian,Khinasi
"Human, Knights",Monstrous Manual,,,,Human,Knight,
"Human, Madmen (The Midnight Slasher)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Invidia (Karina),,Human,Madman,Midnight Slasher
"Human, Mercenary",Monstrous Manual,,,,Human,Mercenary,
"Human, Merchant Sailor/Fisherman",Monstrous Manual,,,,Human,Fisherman,
"Human, Merchant/Trader",Monstrous Manual,,,,Human,Merchant,
"Human, Middle Class",Monstrous Manual,,,,Human,Middle Class,
"Human, Noble",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Noble
"Human, Peasant/Serf",Monstrous Manual,,,,Human,Peasant,
"Human, Pilgrim",Monstrous Manual,,,,Human,Pilgrim,
"Human, Pirate/Buccaneer",Monstrous Manual,,,,Human,Buccaneer,
"Human, Police/Constabulary",Monstrous Manual,,,,Human,Constabulary,
"Human, Priest",Monstrous Manual,,,,Human,Priest,
"Human, Pygmy",Dungeon #56,Small,Jungle,,Human,Pygmy,
"Human, Rjurik",Birthright Campaign Setting [Rulebook],,,,Human,Cerilian,Rjurik
"Human, Sailor",Monstrous Manual,,,,Human,Sailor,
"Human, Savage Coast",Red Steel Campaign Expansion [Campaign Book],,,,Human,Savage Coast,
"Human, Slaver",Monstrous Manual,,,,Human,Slaver,
"Human, Soldier",Monstrous Manual,,,,Human,Soldier,
"Human, Templar",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Medium,Any land,,Human,Athasian,Templar
"Human, Thief/Thug",Monstrous Manual,,,,Human,Thief,
"Human, Tradesman/Craftsman",Monstrous Manual,,,,Human,Craftsman,
"Human, Tribesman",Monstrous Manual,,,,Human,Tribesman,
"Human, Vistana",Monstrous Compendium Annual Volume Two,Medium,,,Human,Vistani,
"Human, Vistana, Boem",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Boem
"Human, Vistana, Dukkar",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Dukkar
"Human, Vistana, Fahtah",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Fahtah
"Human, Vistana, Kaldresh",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Kaldresh
"Human, Vistana, Manusa",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Manusa
"Human, Vistana, Mortu",Monstrous Compendium Annual Volume Two,,,,Human,Vistani,Mortu
"Human, Voodan (Chicken Bone)",Monstrous Compendium Ravenloft Appendix II: Children of the Night (MC15),Medium,Souragne,,Human,Voodan,Chicken Bone
"Human, Vos",Birthright Campaign Setting [Rulebook],,,,Human,Cerilian,Vos
"Human, Wizard",Monstrous Manual,,,,Human,Wizard,
Humans,Savage Coast Campaign Book [Part 2: Player Characters],,,,Human,Mystaran,Savage Coast
Hummerfly,Heart of the Enemy (SJQ1),Tiny,Any,,Hummerfly,,
Hungry Body,Black Flames (DSM1) [Service],Medium,Black Water Oasis,,Cursed Dead,Hungry Body,
Hunting Hawk,"Wizard's Spell Compendium, Volume Four",,,,Hawk,Hunting,
Huptzeen,Mystara Monstrous Compendium Appendix,Tiny to Medium,Any,,Huptzeen,,
Hurdu,Dragon Dawn (DLA1),Large,"Temperate or tropical forest, mountains",,Lizardfolk,Hurdu,
Hurwaet,Complete Spacefarer's Handbook (CGR1),,,,Wiggle,Hurwaet,
Huskless,Book of Sorrows,Large,Paridon,,Huskless,,
"Hutaakan, Other",Mystara Monstrous Compendium Appendix,Medium,Temperate,,Hutaakan,Other,
"Hutaakan, Priest",Mystara Monstrous Compendium Appendix,Medium,Temperate,,Hutaakan,Priest,
"Hutaakan, Warrior",Mystara Monstrous Compendium Appendix,Medium,Temperate,,Hutaakan,Warrior,
Hybsil,Monstrous Compendium Annual Volume Three,Small,"Temperate forest, plain, or hill",,Hybsil,,
Hydden,Prince of Lankhmar (LNA3),Medium,Any,,Hydden,,
Hydra,1993 Trading Cards Factory Set,Gargantuan,,,Hydra,,
Hydra Construct,Child's Play (WG10),Huge,,,Hydra Construct,,
Hydra-Spawned Sucker Tentacles,Dungeon #81,Tiny,,,Hydra-Spawned Sucker Tentacles,,
"Hydra, Cryohydra",Monstrous Compendium Volume One,Gargantuan,Any arctic,,Hydra,Cryohydra,
"Hydra, Lernaean",Monstrous Compendium Volume One,Gargantuan,"Any marsh, swamp or subterranean",,Hydra,Lernaean,
"Hydra, Pyrohydra",Monstrous Compendium Volume One,Gargantuan,"Any marsh, swamp or subterranean",,Hydra,Pyroydra,
Hydrakin,Blood Enemies: Abominations of Cerilia,Small to Medium,,,Hydrakin,,
Hyena,1991 Trading Cards Factory Set,Small,,,Hyena,,
"Hyena, Hyaenodon",Monstrous Compendium Volume One,Large,Warm plains,,Hyaenodon,,
Hypnos,Nightmare Lands [Monstrous Supplement],Medium,The Nightmare Lands,,Nightmare Court,Hypnos,
Ibrandlin,Monstrous Compendium Annual Volume Three,Gargantuan,Any land or subterranean,,Ibrandlin,,
Ice Bears,Dragonlance Classics: Volume II (DLC2),Large,,,Bear,Ice,
Ice Cat,Fritz Leiber's Lankhmar,Medium,Arctic plains,,Cat,Ice,
"Ice Cat, Spotted",Tales of Lankhmar (LNR2),Medium,,,Cat,Ice,Spotted
Ice Fiend,Rjurik Highlands [Cardsheet 4],Large,,,Awnshegh,Ice Fiend,
Ice Gnome,Fritz Leiber's Lankhmar,Small,Mountains of the Cold Wastes,,Gnome,Ice,Nehwon
Ice Gnomes,Lankhmar: City of Adventure,Small,Cold Wastes,,Gnome,Ice,Nehwon
Ice Hounds,Treasures of the Savage Frontier [Adventure Journal],Medium,,,Ice Hound,,
Ice Lizard,Monstrous Compendium Fiend Folio Appendix (MC14),Small,Any arctic,,Ice Lizard,,
Ice Mummy,Dragon #238,Medium,Mountain glacier,,Mummy,Ice,
Ice Serpent,Dungeon #27,Gargantuan,,,Ice Serpent,(Alternate),
Ice Spire Ogres,Giantcraft,Large,"Ice Spires, arctic",,Ogre,Ice Spire,
Ice Trapper,Dungeon #78,Huge,,,Trapper,Ice,
Ice Vampire,Wild Elves (DLS4),Variable,Temperate and subtropical/forest,,Vampire,Ice,
Id Fiend,Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Large,Any,,Id Fiend,,
"Iguana, Giant",Monstrous Compendium Greyhawk Appendix,Large,Temperate and subtropical/Forests,,Iguana,Giant,
Iguanid,Dragon #268,Medium,Tropical or sub-tropical,,Lizardfolk,Iguanid,
Iguanodon,1991 Trading Cards Factory Set,Gargantuan,,,Dinosaur,Iguanodon,
Ikiryo,Monstrous Compendium Kara-Tur Appendix,Nil,Any,,Ikiryo,,
Illithid Vampires,Illithiad,Medium,,,Vampire,Mind Flayer,
Illithid Zombie,Dungeon #81,Medium,,,Zombie,Illithid,
Illithikonthoon (Thunder Kraken),Terrors from Above,Gargantuan,Any,,Illithikonthoon,,
Illithocyte,Dawn of the Overmind,Small,Subpenumbra: The Nethermost,,Illithocyte,,
Ilsheen (Watchghost),Dungeon #30,Medium,Any land,,Ghost,Watchghost,Ilsheen
Imbul,Practical Planetology (SJR4),Small,Rocky plains,,Imbul,,
Im Enhanced Larva,Dungeon #59,Small,,,Larva,Im Enhanced,
Im Holbag,Practical Planetology (SJR4),Gargantuan,"Third layer, Alabeth",,Holbag,Im,
Im Neothelid,Dungeon #81,Large,,,Neothelid,Im,
Immeclulous,Terrors from Above,Medium,Any,,Immeclulous,,
Immoth,Planescape Monstrous Compendium Appendix III,Large,Paraplane of Ice,,Immoth,,
Imp,1991 Trading Cards Factory Set,Tiny,,,Devil,Imp,
Imp of the Perverse,Terrors from Above,Tiny,Any Ravenloft,,Imp of the Perverse,,
"Imp, Assassin",Monstrous Compendium Ravenloft Appendix,Tiny,Any Ravenloft,,Imp,Assassin,
"Imp, Blood Sea",Monstrous Compendium Dragonlance Appendix (MC4),Tiny,Tropical and subtropical/Ocean,,Imp,Vapor,
"Imp, Bog",Mystara Monstrous Compendium Appendix,Tiny,Any swamp,,Imp,Bog,
"Imp, Chaos",Monstrous Compendium Annual Volume Three,Tiny,Limbo or any,,Imp,Chaos,
"Imp, Garden",Mystara Monstrous Compendium Appendix,Small,Any garden,,Imp,Garden,
"Imp, Mephit, Fire",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Fire,
"Imp, Mephit, Ice",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Ice,
"Imp, Mephit, Lava",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Magma,
"Imp, Mephit, Mist",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Mist,
"Imp, Mephit, Smoke",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Smoke,
"Imp, Mephit, Steam",Greyhawk Ruins (WGR1),Medium,Any,,Mephit,Steam,
"Imp, Quasit",Black Spine [Adventure Book Three],Tiny,Any,,Demon,Quasit,
"Imp, Wishing",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Tiny,Ravenloft,,Imp,Wishing,
"Imp, Wood",Mystara Monstrous Compendium Appendix,Tiny,Temperate forest,,Imp,Wood,
Impersonator,Monstrous Compendium Ravenloft Appendix,Small,Any wetlands or subterranean,,Impersonator,,
Impudulu (zombie lord),Dragon Annual #1,,,,Vampire,Impudulu,
Inaii,Heart of the Enemy (SJQ1),,Any,,Pegasus,Inaii,
Incantifer (Sect),Planescape Monstrous Compendium Appendix II,Medium,Any,,Incantifer,,
"Incarnate, Anger",Dragon #193,,,,Incarnate,Anger,
"Incarnate, Charity",Dragon #193,,,,Incarnate,Charity,
"Incarnate, Courage",Dragon #193,,,,Incarnate,Courage,
"Incarnate, Covetousness",Dragon #193,,,,Incarnate,Covetousness,
"Incarnate, Envy",Dragon #193,,,,Incarnate,Envy,
"Incarnate, Faith",Dragon #193,,,,Incarnate,Faith,
"Incarnate, Gluttony",Dragon #193,,,,Incarnate,Gluttony,
"Incarnate, Hope",Dragon #193,,,,Incarnate,Hope,
"Incarnate, Justice",Dragon #193,,,,Incarnate,Justice,
"Incarnate, Lust",Dragon #193,,,,Incarnate,Lust,
"Incarnate, Major",Planescape Monstrous Compendium Appendix,Tiny,Any plane,,Incarnate,Major,
"Incarnate, Minor",Planescape Monstrous Compendium Appendix,Tiny,Any plane,,Incarnate,Minor,
"Incarnate, Pride",Dragon #193,,,,Incarnate,Pride,
"Incarnate, Sloth",Dragon #193,,,,Incarnate,Sloth,
"Incarnate, Temperance",Dragon #193,,,,Incarnate,Temperance,
"Incarnate, Wisdom",Dragon #193,,,,Incarnate,Wisdom,
Incarnates,Dragon #193,Tiny,"Upper, Lower, and Prime Material planes",,Incarnate,,
Infernal Avenger,Dragon #268,,None,,Infernal Avenger,,
Infernite,Dragon #159,Medium,"Fire-based worlds, volcanic vents, dim solid stars",,Infernite,,
Infestation: The Ecology of the Wererat,Dragon #251,,,,Lycanthrope,Wererat,
Ingundi,Monstrous Compendium Greyhawk Appendix,Medium,Temperate/Forests,,Ingundi,,
Inquisitor,Monstrous Compendium Annual Volume Four,Medium,Urban/subterranean,,Inquisitor,,
"Insect Swarm, Athasian, Locusts",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Tiny,Any plains,,Locust,Athasian,Swarm
"Insect Swarm, Athasian, Mini-kanks",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Tiny,Any plains,,Mini-Kank,Swarm,
"Insect Swarm, Grasshoppers and Locusts",Monstrous Compendium Dragonlance Appendix (MC4),Tiny,"Tropical and subtropical/Forest, hills, and plains",,Locust,Swarm,
"Insect Swarm, Velvet Ants",Monstrous Compendium Dragonlance Appendix (MC4),Tiny,"Tropical, subtropical or temperate/Forest, hills, and plains",,Ant,Swarm,
"Insect, Ant Lion, Giant",Monstrous Manual,,,,Ant Lion,Giant,
"Insect, Ant, Giant",Monstrous Manual,,,,Ant,Giant,
"Insect, Aratha",Monstrous Manual,,,,Aratha,,
"Insect, Aspis, Cow",Monstrous Manual,,,,Aspis,Cow,
"Insect, Aspis, Drone",Monstrous Manual,,,,Aspis,Drone,
"Insect, Aspis, Larva",Monstrous Manual,,,,Aspis,Larva,
"Insect, Assassin Bug",Monstrous Manual,,,,Assassin Bug,Giant,
"Insect, Bee, Soldier",Monstrous Manual,,,,Bee,Giant,Soldier
"Insect, Bee, Worker",Monstrous Manual,,,,Bee,Giant,Worker
"Insect, Bumblebee",Monstrous Manual,,,,Bee,Bumblebee,Giant
"Insect, Cave Cricket",Monstrous Manual,,,,Cave Cricket,Giant,
"Insect, Dragonfly, Giant",Monstrous Manual,,,,Dragonfly,Giant,
"Insect, Dragonfly, Larva",Monstrous Manual,,,,Dragonfly,Giant,Larva
"Insect, Ear Seeker",Monstrous Manual,,,,Ear Seeker,,
"Insect, Firefriend",Monstrous Manual,,,,Firefly,Giant,
"Insect, Fly, Bluebottle",Monstrous Manual,,,,Fly,Bluebottle,Giant
"Insect, Fly, Horsefly",Monstrous Manual,,,,Fly,Horsefly,Giant
"Insect, Fyrefly",Monstrous Manual,,,,Fyrefly,,
"Insect, Horax",Monstrous Manual,,,,Horax,,
"Insect, Hornet, Giant",Monstrous Manual,,,,Hornet,Giant,
"Insect, Pernicon",Monstrous Manual,,,,Pernicon,,
"Insect, Praying Mantis",Monstrous Manual,,,,Praying Mantis,Giant,
"Insect, Termite, Giant Harvester, King",Monstrous Manual,,,,Termite,Giant,King
"Insect, Termite, Giant Harvester, Queen",Monstrous Manual,,,,Termite,Giant,Queen
"Insect, Termite, Giant Harvester, Soldier",Monstrous Manual,,,,Termite,Giant,Soldier
"Insect, Termite, Giant Harvester, Worker",Monstrous Manual,,,,Termite,Giant,Worker
"Insect, Tick, Giant",Monstrous Manual,,,,Tick,Giant,
"Insect, Wasp, Giant",Monstrous Manual,,,,Wasp,Giant,
Insectare,Monstrous Compendium Spelljammer Appendix II,Medium,Any,,Insectare,,
"Insectoid, Giant Ant",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Ravenloft,,Skeleton,Insectoid,Giant Ant
"Insectoid, Giant Tick",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium,Ravenloft,,Skeleton,Insectoid,Giant Tick
"Insectoid, Stag Beetle",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Large,Ravenloft,,Skeleton,Insectoid,Stag Beetle
Intellect Devourer,1991 Trading Cards Factory Set,Small,,,Intellect Devourer,,
"Intellect Devourer, Larva",Black Spine [Adventure Book Three],Tiny,"Dark, moist areas",,Intellect Devourer,Ustilagor,
"Intellect Devourer, Larva (Ustilagor)",Complete Psionics Handbook (PHBR5),Tiny,"Dark, moist areas",,Intellect Devourer,Ustilagor,
Invisible,Fritz Leiber's Lankhmar,Medium,Stardock,,Invisible,,
Invisible Flying Rayfish,Fritz Leiber's Lankhmar,Large,Bones of the Old Ones,,Rayfish,Invisible Flying,
Invisible of Stardock,Lankhmar: City of Adventure,Medium,Stardock,,Invisible,,
Invisible Stalker,Black Spine [Adventure Book Three],Large,Any,,Invisible Stalker,,
Irda Tree,Sylvan Veil,Gargantuan,,,Irda Tree,,
Iron Cobra,Monstrous Compendium Fiend Folio Appendix (MC14),Small,Any,,Iron Cobra,,
"Iron Cobra, Giant",Dragon #164,Huge,Any,,Iron Cobra,Giant,
"Iron Cobra, Normal",Dragon #164,Small,Any,,Iron Cobra,,
Iron Dragon,Dragon #170,Gargantuan,"Tropical, subtropical, and temperate hills and mountains",,Dragon,Ferrous,Iron
Iron Golem,1991 Trading Cards Factory Set,Large,,,Golem,Iron,
Iron Maiden,"Wizard's Spell Compendium, Volume Two",,,,Helmed Horror,Battle Horror,Iron Maiden
Iron Warrior,Dungeon #46,Gargantuan,,,Iron Warrior,,
Ironmaw,Planescape Monstrous Compendium Appendix II,Huge,Lower Planes or any forest,,Ironmaw,,
"Isopterite, Queen",Crystal Spheres (SJA3),Huge,Underground,,Isopterite,Queen,
