Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
"Kruthik, adult",Magical beast,,Medium,Miniatures Handbook,63,Supplement,3.5,4,
"Kruthik, greater",Magical beast,,Large,Miniatures Handbook,64,Supplement,3.5,6,
"Kruthik, hatchling",Magical beast,,Small,Miniatures Handbook,62,Supplement,3.5,2,
Mad slasher,Aberration,,Medium,Miniatures Handbook,64,Supplement,3.5,2,
Magma hurler,"Elemental (earth, extraplanar, fire)",,Medium,Miniatures Handbook,65,Supplement,3.5,3,
Nothic,Aberration,,Medium,Miniatures Handbook,65,Supplement,3.5,3,
Phargion,Magical beast,,Medium,Miniatures Handbook,66,Supplement,3.5,5,
Protectar,"Outsider (extraplanar, good)",,Medium,Miniatures Handbook,66,Supplement,3.5,2,
Ramadeen,"Outsider (extraplanar, good, lawful)",,Large,Miniatures Handbook,67,Supplement,3.5,4,
Scaled stalker,Monstrous humanoid,,Large,Miniatures Handbook,68,Supplement,3.5,5,
Spark lasher,Aberration,,Medium,Miniatures Handbook,70,Supplement,3.5,2,
Stonechild,"Outsider (earth, extraplanar)",,Medium,Miniatures Handbook,71,Supplement,3.5,3,
"Thaskor, shadow beast",Outsider (extraplanar),,Large,Miniatures Handbook,70,Supplement,3.5,9,
Walking wall,"Elemental (earth, extraplanar)",,Medium,Miniatures Handbook,72,Supplement,3.5,4,
Aboleth,Aberration (aquatic),Aboleth,Huge,Monster Manual,8,Core,3.5,7,
Aboleth mage,Aberration (aquatic),Aboleth,Huge,Monster Manual,8,Core,3.5,17,
Achaierai,"Outsider (evil, extraplanar, lawful)",,Large,Monster Manual,9,Core,3.5,5,
Allip,Undead (incorporeal),,Medium,Monster Manual,10,Core,3.5,3,
Androsphinx,Magical beast,,Large,Monster Manual,232,Core,3.5,9,
Angel,"Outsider (angel, extraplanar, good)",,Varies,Monster Manual,10,Core,3.5,14,
Animated object,Construct,,Varies,Monster Manual,13,Core,3.5,Varies,
Ankheg,Magical beast,,Large,Monster Manual,14,Core,3.5,3,
"Ant, giant",Vermin,,Medium,Monster Manual,284,Core,3.5,Varies,
"Ant, giant, queen",Vermin,,Medium,Monster Manual,284,Core,3.5,2,
"Ant, giant, soldier",Vermin,,Medium,Monster Manual,284,Core,3.5,2,
"Ant, giant, worker",Vermin,,Medium,Monster Manual,284,Core,3.5,1,
Ape,Animal,,Large,Monster Manual,268,Core,3.5,2,
"Ape, dire",Animal,,Large,Monster Manual,62,Core,3.5,3,
Aranea,Magical beast (shapechanger),,Medium,Monster Manual,15,Core,3.5,4,
Archon,Outsider,Archon,Varies,Monster Manual,16,Core,3.5,Varies,
"Archon, hound","Outsider (Archon, extraplanar, good, lawful)",Archon,Medium,Monster Manual,16,Core,3.5,4,
"Archon, hound, hero","Outsider (Archon, extraplanar, good, lawful)",Archon,Medium,Monster Manual,17,Core,3.5,16,
"Archon, lantern","Outsider (Archon, extraplanar, good, lawful)",Archon,Small,Monster Manual,16,Core,3.5,2,
"Archon, trumpet","Outsider (Archon, extraplanar, good, lawful)",Archon,Medium,Monster Manual,18,Core,3.5,14,
Arrowhawk,Outsider,,Varies,Monster Manual,19,Core,3.5,Varies,
"Arrowhawk, adult","Outsider (air, extraplanar)",,Medium,Monster Manual,19,Core,3.5,5,
"Arrowhawk, elder","Outsider (air, extraplanar)",,Large,Monster Manual,19,Core,3.5,8,
"Arrowhawk, juvenile","Outsider (air, extraplanar)",,Small,Monster Manual,19,Core,3.5,3,
Assassin vine,Plant,,Large,Monster Manual,20,Core,3.5,3,
Astral deva (angel),"Outsider (angel, extraplanar, good)",,Medium,Monster Manual,11,Core,3.5,14,
Athach,Aberration,,Huge,Monster Manual,21,Core,3.5,8,
Azer,"Outsider (extraplanar, fire)",,Medium,Monster Manual,21,Core,3.5,2,
Baboon,Animal,,Medium,Monster Manual,268,Core,3.5,1/2,
Badger,Animal,,Small,Monster Manual,268,Core,3.5,1/2,
"Badger, dire",Animal,,Medium,Monster Manual,62,Core,3.5,2,
Baleen whale,Animal,,Gargantuan,Monster Manual,282,Core,3.5,6,
Barghest,"Outsider (evil, extraplanar, lawful, shapechanger)",,Medium,Monster Manual,22,Core,3.5,4,
"Barghest, greater","Outsider (evil, extraplanar, lawful, shapechanger)",,Large,Monster Manual,23,Core,3.5,5,
Basilisk,Magical beast,,Medium,Monster Manual,23,Core,3.5,5,
"Basilisk, abyssal greater","Outsider (augmented magical beast, extraplanar)",,Large,Monster Manual,24,Core,3.5,12,
Bat,Animal,,Diminutive,Monster Manual,268,Core,3.5,0,
"Bat, dire",Animal,,Large,Monster Manual,62,Core,3.5,2,
"Bear, black",Animal,,Medium,Monster Manual,269,Core,3.5,2,
"Bear, brown",Animal,,Large,Monster Manual,269,Core,3.5,4,
"Bear, dire",Animal,,Large,Monster Manual,62,Core,3.5,7,
"Bear, polar",Animal,,Large,Monster Manual,269,Core,3.5,4,
"Bee, giant",Vermin,,Medium,Monster Manual,284,Core,3.5,1,
"Beetle, giant bombadier beetle",Vermin,,Medium,Monster Manual,284,Core,3.5,2,
"Beetle, giant fire beetle",Vermin,,Small,Monster Manual,285,Core,3.5,1/3,
"Beetle, giant stag beetle",Vermin,,Large,Monster Manual,285,Core,3.5,4,
Behir,Magical beast,,Huge,Monster Manual,25,Core,3.5,8,
Beholder,Aberration,Beholderkin,Large,Monster Manual,25,Core,3.5,13,
"Beholder, gauth",Aberration,Beholderkin,Medium,Monster Manual,26,Core,3.5,6,
Belker,"Elemental (air, extraplanar)",,Large,Monster Manual,27,Core,3.5,6,
Bison,Animal,,Large,Monster Manual,269,Core,3.5,2,
Black pudding,Ooze,,Huge,Monster Manual,201,Core,3.5,7,
"Black pudding, elder",Ooze,,Gargantuan,Monster Manual,201,Core,3.5,12,
Blink dog,Magical beast,,Medium,Monster Manual,28,Core,3.5,2,
Boar,Animal,,Medium,Monster Manual,270,Core,3.5,2,
"Boar, dire",Animal,,Large,Monster Manual,63,Core,3.5,4,
Bodak,Undead (extraplanar),,Medium,Monster Manual,28,Core,3.5,8,
Bralani (eladrin),"Outsider (chaotic, eladrin, extraplanar, good)",,Medium,Monster Manual,93,Core,3.5,6,
Bugbear,Humanoid (goblinoid),,Medium,Monster Manual,29,Core,3.5,2,
Bulette,Magical beast,,Huge,Monster Manual,30,Core,3.5,7,
Cachalot whale,Animal,,Gargantuan,Monster Manual,283,Core,3.5,7,
Camel,Animal,,Large,Monster Manual,270,Core,3.5,1,
Carrion crawler,Aberration,,Large,Monster Manual,30,Core,3.5,4,
Cat,Animal,,Tiny,Monster Manual,270,Core,3.5,1/4,
"Cat, sea",Magical beast,,Large,Monster Manual,220,Core,3.5,4,
Celestial creature,Magical beast (extraplanar),,Varies,Monster Manual,31,Core,3.5,Varies,
Centaur,Monstrous humanoid,,Large,Monster Manual,32,Core,3.5,3,
"Centipede, monstrous centipede",Vermin,,Varies,Monster Manual,287,Core,3.5,Varies,
Chaos beast,"Outsider (chaotic, extraplanar)",,Medium,Monster Manual,33,Core,3.5,7,
Cheetah,Animal,,Medium,Monster Manual,271,Core,3.5,2,
Chimera,Magical beast,,Large,Monster Manual,34,Core,3.5,7,
Choker,Aberration,,Small,Monster Manual,34,Core,3.5,2,
Chuul,Aberration (aquatic),,Large,Monster Manual,35,Core,3.5,7,
Cloaker,Aberration,,Large,Monster Manual,36,Core,3.5,5,
Cockatrice,Magical beast,,Small,Monster Manual,37,Core,3.5,3,
Constrictor snake,Animal,,Medium,Monster Manual,279,Core,3.5,2,
"Constrictor snake, giant",Animal,,Huge,Monster Manual,280,Core,3.5,5,
Couatl,Outsider (native),,Large,Monster Manual,37,Core,3.5,10,
Criosphinx,Magical beast,,Large,Monster Manual,233,Core,3.5,7,
Crocodile,Animal,,Medium,Monster Manual,271,Core,3.5,2,
"Crocodile, giant",Animal,,Huge,Monster Manual,271,Core,3.5,4,
Cryohydra,Magical beast (cold),,Huge,Monster Manual,157,Core,3.5,Varies,
Darkmantle,Magical beast,,Small,Monster Manual,38,Core,3.5,1,
Delver,Aberration,,Huge,Monster Manual,39,Core,3.5,9,
Demon,Outsider,Demon,Varies,Monster Manual,40,Core,3.5,Varies,
"Demon, babau","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Medium,Monster Manual,40,Core,3.5,6,
"Demon, balor","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Large,Monster Manual,40,Core,3.5,20,
"Demon, bebilith","Outsider (chaotic, extraplanar, evil)",Demon,Huge,Monster Manual,42,Core,3.5,10,
"Demon, dretch","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Small,Monster Manual,42,Core,3.5,2,
"Demon, glabrezu","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Huge,Monster Manual,43,Core,3.5,13,
"Demon, hezrou","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Large,Monster Manual,44,Core,3.5,11,
"Demon, marilith","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Large,Monster Manual,44,Core,3.5,17,
"Demon, nalfeshnee","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Huge,Monster Manual,45,Core,3.5,14,
"Demon, quasit","Outsider (chaotic, extraplanar, evil)",Demon,Tiny,Monster Manual,46,Core,3.5,2,
"Demon, retriever",Construct (extraplanar),Demon,Huge,Monster Manual,46,Core,3.5,11,
"Demon, succubus","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Medium,Monster Manual,47,Core,3.5,7,
"Demon, vrock","Outsider (chaotic, extraplanar, evil, tanar'ri)",Demon,Large,Monster Manual,48,Core,3.5,9,
Derro,Monstrous humanoid,,Small,Monster Manual,49,Core,3.5,3,
Destrachan,Aberration,,Large,Monster Manual,49,Core,3.5,8,
Devil,Outsider,Devil,Varies,Monster Manual,50,Core,3.5,Varies,
"Devil, barbazu (bearded devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Medium,Monster Manual,52,Core,3.5,5,
"Devil, cornugon (horned devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Large,Monster Manual,55,Core,3.5,16,
"Devil, erinyes","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Medium,Monster Manual,54,Core,3.5,8,
"Devil, gelugon (ice devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Large,Monster Manual,56,Core,3.5,13,
"Devil, hamatula (barbed devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Medium,Monster Manual,51,Core,3.5,11,
"Devil, hellcat","Outsider (evil, extraplanar, lawful)",Devil,Large,Monster Manual,54,Core,3.5,7,
"Devil, imp","Outsider (evil, extraplanar, lawful)",Devil,Tiny,Monster Manual,56,Core,3.5,2,
"Devil, kyton (chain devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Medium,Monster Manual,53,Core,3.5,6,
"Devil, lemure","Outsider (evil, extraplanar, lawful)",Devil,Medium,Monster Manual,57,Core,3.5,1,
"Devil, osyluth (bone devil)","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Large,Monster Manual,52,Core,3.5,9,
"Devil, pit fiend","Outsider (baatezu, evil, extraplanar, lawful)",Devil,Large,Monster Manual,57,Core,3.5,20,
Devourer,Undead (extraplanar),,Large,Monster Manual,58,Core,3.5,11,
Digester,Magical beast,,Medium,Monster Manual,59,Core,3.5,6,
Dinosaur,Animal,Dinosaur,Varies,Monster Manual,60,Core,3.5,Varies,
"Dinosaur, deinonychus",Animal,Dinosaur,Large,Monster Manual,60,Core,3.5,3,
"Dinosaur, elasmosaurus",Animal,Dinosaur,Huge,Monster Manual,60,Core,3.5,7,
"Dinosaur, megaraptor",Animal,Dinosaur,Huge,Monster Manual,60,Core,3.5,6,
"Dinosaur, triceratops",Animal,Dinosaur,Huge,Monster Manual,61,Core,3.5,9,
"Dinosaur, tyrannosaurus",Animal,Dinosaur,Huge,Monster Manual,61,Core,3.5,8,
Dire animal,Animal,,Varies,Monster Manual,62,Core,3.5,Varies,
Displacer beast,Magical beast,,Large,Monster Manual,66,Core,3.5,4,
"Displacer beast, pack lord",Magical beast,,Huge,Monster Manual,66,Core,3.5,12,
Djinni,"Outsider (air, extraplanar)",,Large,Monster Manual,114,Core,3.5,5,
"Djinni, noble","Outsider (air, extraplanar)",,Large,Monster Manual,114,Core,3.5,8,
Dog,Animal,,Small,Monster Manual,271,Core,3.5,1/3,
"Dog, riding dog",Animal,,Medium,Monster Manual,272,Core,3.5,1,
Donkey,Animal,,Medium,Monster Manual,272,Core,3.5,1/6,
Doppelganger,Monstrous humanoid (shapechanger),,Medium,Monster Manual,67,Core,3.5,3,
Dragon turtle,Dragon (water),,Huge,Monster Manual,88,Core,3.5,9,
"Dragon, black",Dragon (water),Dragon,Varies,Monster Manual,70,Core,3.5,Varies,
"Dragon, blue",Dragon (earth),Dragon,Varies,Monster Manual,72,Core,3.5,Varies,
"Dragon, brass",Dragon (fire),Dragon,Varies,Monster Manual,79,Core,3.5,Varies,
"Dragon, bronze",Dragon (water),Dragon,Varies,Monster Manual,80,Core,3.5,Varies,
"Dragon, chromatic",Dragon,Dragon,Varies,Monster Manual,70,Core,3.5,Varies,
"Dragon, copper",Dragon (earth),Dragon,Varies,Monster Manual,82,Core,3.5,Varies,
"Dragon, gold",Dragon (fire),Dragon,Varies,Monster Manual,84,Core,3.5,Varies,
"Dragon, green",Dragon (air),Dragon,Varies,Monster Manual,74,Core,3.5,Varies,
"Dragon, metallic",Dragon,Dragon,Varies,Monster Manual,79,Core,3.5,Varies,
"Dragon, red",Dragon (fire),Dragon,Varies,Monster Manual,75,Core,3.5,Varies,
"Dragon, silver",Dragon (cold),Dragon,Varies,Monster Manual,86,Core,3.5,Varies,
"Dragon, true",Dragon,Dragon,Varies,Monster Manual,68,Core,3.5,Varies,
"Dragon, white",Dragon (cold),Dragon,Varies,Monster Manual,77,Core,3.5,Varies,
Dragonne,Magical beast,,Large,Monster Manual,89,Core,3.5,7,
Dread wraith,Undead (incorporeal),,Large,Monster Manual,258,Core,3.5,11,
Drider,Aberration,,Large,Monster Manual,89,Core,3.5,7,
Dryad,Fey,,Medium,Monster Manual,90,Core,3.5,3,
Dwarf,Humanoid (dwarf),Dwarf,Medium,Monster Manual,91,Core,3.5,Varies,
"Dwarf, deep",Humanoid (dwarf),Dwarf,Medium,Monster Manual,92,Core,3.5,Varies,
"Dwarf, duergar",Humanoid (dwarf),Dwarf,Medium,Monster Manual,92,Core,3.5,1,
"Dwarf, mountain",Humanoid (dwarf),Dwarf,Medium,Monster Manual,93,Core,3.5,Varies,
Eagle,Animal,,Small,Monster Manual,272,Core,3.5,1/2,
"Eagle, giant",Magical beast,,Large,Monster Manual,93,Core,3.5,3,
Efreeti,"Outsider (extraplanar, fire)",,Large,Monster Manual,115,Core,3.5,8,
Eladrin,Outsider,Eladrin,Varies,Monster Manual,93,Core,3.5,Varies,
Elemental,Elemental,Elemental,Varies,Monster Manual,95,Core,3.5,Varies,
"Elemental, air","Elemental (air, extraplanar)",Elemental,Varies,Monster Manual,95,Core,3.5,Varies,
"Elemental, earth",Elemental (earth),Elemental,Varies,Monster Manual,98,Core,3.5,Varies,
"Elemental, fire","Elemental (Fire, extraplanar)",Elemental,Varies,Monster Manual,98,Core,3.5,Varies,
"Elemental, water","Elemental (extraplanar, water)",Elemental,Varies,Monster Manual,98,Core,3.5,Varies,
Elephant,Animal,,Huge,Monster Manual,272,Core,3.5,7,
Elf,Humanoid (elf),Elf,Medium,Monster Manual,101,Core,3.5,Varies,
"Elf, aquatic elf",Humanoid (elf),Elf,Medium,Monster Manual,103,Core,3.5,Varies,
"Elf, drow",Humanoid (elf),Elf,Medium,Monster Manual,103,Core,3.5,Varies,
"Elf, gray elf",Humanoid (elf),Elf,Medium,Monster Manual,104,Core,3.5,Varies,
"Elf, wild elf",Humanoid (elf),Elf,Medium,Monster Manual,104,Core,3.5,Varies,
"Elf, wood elf",Humanoid (elf),Elf,Medium,Monster Manual,104,Core,3.5,Varies,
Ethereal filcher,Aberration,,Medium,Monster Manual,104,Core,3.5,3,
Ethereal marauder,Magical beast (extraplanar),,Medium,Monster Manual,105,Core,3.5,3,
Ettercap,Aberration,,Medium,Monster Manual,106,Core,3.5,3,
Ettin,Giant,,Large,Monster Manual,106,Core,3.5,6,
Fiendish creature (template),Magical beast,,Varies,Monster Manual,107,Core,3.5,Varies,
Formian,Outsider,,Varies,Monster Manual,108,Core,3.5,Varies,
Formian myrmarch,"Outsider (lawful, extraplanar)",,Large,Monster Manual,110,Core,3.5,10,
Formian queen,"Outsider (lawful, extraplanar)",,Large,Monster Manual,110,Core,3.5,17,
Formian taskmaster,"Outsider (lawful, extraplanar)",,Medium,Monster Manual,109,Core,3.5,7,
Formian warrior,"Outsider (lawful, extraplanar)",,Medium,Monster Manual,109,Core,3.5,3,
Formian worker,"Outsider (lawful, extraplanar)",,Small,Monster Manual,109,Core,3.5,1/2,
Frost giant jarl,Giant (cold),,Large,Monster Manual,123,Core,3.5,17,
Frost worm,Magical beast (cold),,Huge,Monster Manual,111,Core,3.5,12,
Fungus,Plant,,Varies,Monster Manual,112,Core,3.5,Varies,
Gargoyle,Monstrous humanoid (earth),Gargoyle,Medium,Monster Manual,113,Core,3.5,4,
Gelatinous cube,Ooze,,Huge,Monster Manual,201,Core,3.5,3,
Genie,Outsider,Genie,Large,Monster Manual,114,Core,3.5,Varies,
Ghaele (eladrin),"Outsider (chaotic, eladrin, extraplanar, good)",,Medium,Monster Manual,94,Core,3.5,13,
Ghast,Undead,,Medium,Monster Manual,119,Core,3.5,3,
Ghost,Undead,,Varies,Monster Manual,116,Core,3.5,Varies,
Ghoul,Undead,,Medium,Monster Manual,118,Core,3.5,1,
Giant,Giant,Giant,Varies,Monster Manual,119,Core,3.5,Varies,
"Giant, cloud giant",Giant (air),Giant,Huge,Monster Manual,120,Core,3.5,11,
"Giant, fire giant",Giant (fire),Giant,Large,Monster Manual,121,Core,3.5,10,
"Giant, frost giant",Giant (cold),Giant,Large,Monster Manual,122,Core,3.5,9,
"Giant, hill giant",Giant,Giant,Large,Monster Manual,123,Core,3.5,7,
"Giant, stone giant",Giant (earth),Giant,Large,Monster Manual,124,Core,3.5,8,
"Giant, stone giant elder",Giant (earth),Giant,Large,Monster Manual,124,Core,3.5,9,
"Giant, storm giant",Giant,Giant,Huge,Monster Manual,125,Core,3.5,13,
Gibbering mouther,Aberration,,Medium,Monster Manual,126,Core,3.5,5,
Girallon,Magical beast,,Large,Monster Manual,126,Core,3.5,6,
Githyanki,Humanoid (extraplanar),Gith,Medium,Monster Manual,127,Core,3.5,1,
Githzerai,Humanoid (extraplanar),Gith,Medium,Monster Manual,129,Core,3.5,1,
Gnoll,Humanoid (Gnoll),Gnoll,Medium,Monster Manual,130,Core,3.5,1,
Gnome,Humanoid (gnome),Gnome,Small,Monster Manual,131,Core,3.5,Varies,
"Gnome, forest gnome",Humanoid (gnome),Gnome,Small,Monster Manual,132,Core,3.5,Varies,
"Gnome, svirfneblin",Humanoid (gnome),Gnome,Small,Monster Manual,132,Core,3.5,Varies,
Goblin,Humanoid (goblinoid),Goblin,Small,Monster Manual,133,Core,3.5,1/3,
Golden protector (celestial half-dragon laMonster Manualasu),Dragon,,Large,Monster Manual,166,Core,3.5,13,
Golem,Construct,Golem,Varies,Monster Manual,134,Core,3.5,Varies,
"Golem, clay golem",Construct,Golem,Large,Monster Manual,134,Core,3.5,10,
"Golem, flesh golem",Construct,Golem,Large,Monster Manual,135,Core,3.5,7,
"Golem, iron golem",Construct,Golem,Large,Monster Manual,136,Core,3.5,13,
"Golem, stone golem",Construct,Golem,Large,Monster Manual,137,Core,3.5,11,
"Golem, stone golem, greater",Construct,Golem,Huge,Monster Manual,137,Core,3.5,16,
Gorgon,Magical beast,,Large,Monster Manual,137,Core,3.5,8,
Gray render,Magical beast,,Large,Monster Manual,138,Core,3.5,8,
Grick,Aberration,,Medium,Monster Manual,139,Core,3.5,3,
Griffon,Magical beast,,Large,Monster Manual,139,Core,3.5,4,
Grig,Fey,,Tiny,Monster Manual,235,Core,3.5,1,
Grimlock,Monstrous humanoid,,Medium,Monster Manual,140,Core,3.5,1,
Guardinal,"Outsider (Extarplanar, good, Guardinal)",Guardinal,Varies,Monster Manual,141,Core,3.5,Varies,
"Guardinal, avoral","Outsider (extraplanar, good, Guradinal)",Guardinal,Medium,Monster Manual,141,Core,3.5,9,
Gynosphinx,Magical beast,,Large,Monster Manual,233,Core,3.5,8,
Hag,Monstrous humanoid,Hag,Varies,Monster Manual,143,Core,3.5,Varies,
"Hag, annis",Monstrous humanoid,Hag,Large,Monster Manual,143,Core,3.5,6,
"Hag, green",Monstrous humanoid,Hag,Medium,Monster Manual,143,Core,3.5,5,
"Hag, night","Outsider (evil, extraplanar)",Hag,Medium,Monster Manual,193,Core,3.5,9,
"Hag, sea",Monstrous humanoid (aquatic),Hag,Medium,Monster Manual,144,Core,3.5,4,
Half-celestial,Outsider,,Varies,Monster Manual,144,Core,3.5,Varies,
Half-dragon,Dragon,Dragon,Varies,Monster Manual,146,Core,3.5,Varies,
Half-elf,Humanoid (elf),Elf,Medium,Monster Manual,102,Core,3.5,Varies,
Half-fiend,Outsider,Fiend,Varies,Monster Manual,147,Core,3.5,Varies,
Half-orc,Humanoid (orc),,Medium,Monster Manual,204,Core,3.5,Varies,
Halfling,Humanoid (Halfling),Halfling,Small,Monster Manual,149,Core,3.5,Varies,
"Halfling, deep",Humanoid (Halfling),Halfling,Small,Monster Manual,150,Core,3.5,1/2,
"Halfling, tallfellow",Humanoid (Halfling),Halfling,Small,Monster Manual,149,Core,3.5,Varies,
Harpy,Monstrous humanoid,,Medium,Monster Manual,150,Core,3.5,4,
Harpy archer,Monstrous humanoid,,Medium,Monster Manual,151,Core,3.5,11,
Hawk,Animal,,Tiny,Monster Manual,273,Core,3.5,1/3,
Hell hound,"Outsider (evil, extraplanar, fire, lawful)",,Medium,Monster Manual,151,Core,3.5,3,
"Hell hound, nessian warhound","Outsider (evil, extraplanar, fire, lawful)",,Large,Monster Manual,151,Core,3.5,9,
Hieracosphinx,Magical beast,,Large,Monster Manual,234,Core,3.5,5,
Hippogriff,Magical beast,,Large,Monster Manual,152,Core,3.5,2,
Hobgoblin,Humanoid (goblinoid),Hobgoblin,Medium,Monster Manual,153,Core,3.5,1/2,
Homunculus,Construct,Homunculus,Tiny,Monster Manual,154,Core,3.5,1,
Horse,Animal,,Large,Monster Manual,273,Core,3.5,Varies,
"Horse, heavy",Animal,,Large,Monster Manual,273,Core,3.5,1,
"Horse, light",Animal,,Large,Monster Manual,273,Core,3.5,1,
